filename,parent,collectionCallNumber,collection,title,description,subjectPlace,subjectName,physicalFormat,dateCreated,publisher,publisherHomepage,rightsStatement,rightsHolder,accessRights,donorProvenance,resourceType,language,boxFolder,accessionNumber,masterFilename
ua0133_pho_028.tif,,UA 133,Porter College dedication photographs,Porter College dedication photograph,Un-mounted silver gelatin black and white print of College Five students and faculty dating from the period.,http://www.geonames.org/11903358/porter-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n83054262,http://vocab.getty.edu/aat/300046300,1981,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Property rights for this collection reside with the University of California. Literary rights, including copyright, are retained by the creators and their heirs. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. Responsibility for obtaining permissions, and for any use rests exclusively with the user. For more information on copyright or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Unknown,Public,Transfer from Porter College in 2016,http://purl.org/dc/dcmitype/Image,http://id.loc.gov/vocabulary/iso639-2/eng,Box 1,ua0133_pho_028,ua0133_pho_028.tif
ua0133_pho_029.tif,,UA 133,Porter College dedication photographs,Porter College dedication photograph,Un-mounted silver gelatin black and white print of College Five students and faculty dating from the period.,http://www.geonames.org/11903358/porter-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n83054262,http://vocab.getty.edu/aat/300046300,1981,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Property rights for this collection reside with the University of California. Literary rights, including copyright, are retained by the creators and their heirs. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. Responsibility for obtaining permissions, and for any use rests exclusively with the user. For more information on copyright or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Unknown,Public,Transfer from Porter College in 2016,http://purl.org/dc/dcmitype/Image,http://id.loc.gov/vocabulary/iso639-2/eng,Box 1,ua0133_pho_029,ua0133_pho_029.tif
ua0133_pho_030.tif,,UA 133,Porter College dedication photographs,Porter College dedication photograph,Un-mounted silver gelatin black and white print of College Five students and faculty dating from the period.,http://www.geonames.org/11903358/porter-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n83054262,http://vocab.getty.edu/aat/300046300,1981,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Property rights for this collection reside with the University of California. Literary rights, including copyright, are retained by the creators and their heirs. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. Responsibility for obtaining permissions, and for any use rests exclusively with the user. For more information on copyright or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Unknown,Public,Transfer from Porter College in 2016,http://purl.org/dc/dcmitype/Image,http://id.loc.gov/vocabulary/iso639-2/eng,Box 1,ua0133_pho_030,ua0133_pho_030.tif
ua0133_pho_031.tif,,UA 133,Porter College dedication photographs,Porter College dedication photograph,Un-mounted silver gelatin black and white print of College Five students and faculty dating from the period.,http://www.geonames.org/11903358/porter-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n83054262,http://vocab.getty.edu/aat/300046300,1981,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Property rights for this collection reside with the University of California. Literary rights, including copyright, are retained by the creators and their heirs. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. Responsibility for obtaining permissions, and for any use rests exclusively with the user. For more information on copyright or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Unknown,Public,Transfer from Porter College in 2016,http://purl.org/dc/dcmitype/Image,http://id.loc.gov/vocabulary/iso639-2/eng,Box 1,ua0133_pho_031,ua0133_pho_031.tif
ua0133_pho_032.tif,,UA 133,Porter College dedication photographs,Porter College dedication photograph,Un-mounted silver gelatin black and white print of College Five students and faculty dating from the period.,http://www.geonames.org/11903358/porter-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n83054262,http://vocab.getty.edu/aat/300046300,1981,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Property rights for this collection reside with the University of California. Literary rights, including copyright, are retained by the creators and their heirs. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. Responsibility for obtaining permissions, and for any use rests exclusively with the user. For more information on copyright or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Unknown,Public,Transfer from Porter College in 2016,http://purl.org/dc/dcmitype/Image,http://id.loc.gov/vocabulary/iso639-2/eng,Box 1,ua0133_pho_032,ua0133_pho_032.tif
ua0133_pho_033.tif,,UA 133,Porter College dedication photographs,Porter College dedication photograph,Un-mounted silver gelatin black and white print of College Five students and faculty dating from the period.,http://www.geonames.org/11903358/porter-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n83054262,http://vocab.getty.edu/aat/300046300,1981,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Property rights for this collection reside with the University of California. Literary rights, including copyright, are retained by the creators and their heirs. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. Responsibility for obtaining permissions, and for any use rests exclusively with the user. For more information on copyright or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Unknown,Public,Transfer from Porter College in 2016,http://purl.org/dc/dcmitype/Image,http://id.loc.gov/vocabulary/iso639-2/eng,Box 1,ua0133_pho_033,ua0133_pho_033.tif
ua0133_pho_034.tif,,UA 133,Porter College dedication photographs,Porter College dedication photograph,Un-mounted silver gelatin black and white print of College Five students and faculty dating from the period.,http://www.geonames.org/11903358/porter-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n83054262,http://vocab.getty.edu/aat/300046300,1981,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Property rights for this collection reside with the University of California. Literary rights, including copyright, are retained by the creators and their heirs. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. Responsibility for obtaining permissions, and for any use rests exclusively with the user. For more information on copyright or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Unknown,Public,Transfer from Porter College in 2016,http://purl.org/dc/dcmitype/Image,http://id.loc.gov/vocabulary/iso639-2/eng,Box 1,ua0133_pho_034,ua0133_pho_034.tif
ua0133_pho_035.tif,,UA 133,Porter College dedication photographs,Porter College dedication photograph,Un-mounted silver gelatin black and white print of College Five students and faculty dating from the period.,http://www.geonames.org/11903358/porter-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n83054262,http://vocab.getty.edu/aat/300046300,1981,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Property rights for this collection reside with the University of California. Literary rights, including copyright, are retained by the creators and their heirs. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. Responsibility for obtaining permissions, and for any use rests exclusively with the user. For more information on copyright or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Unknown,Public,Transfer from Porter College in 2016,http://purl.org/dc/dcmitype/Image,http://id.loc.gov/vocabulary/iso639-2/eng,Box 1,ua0133_pho_035,ua0133_pho_035.tif
ua0133_pho_036.tif,,UA 133,Porter College dedication photographs,Porter College dedication photograph,Un-mounted silver gelatin black and white print of College Five students and faculty dating from the period.,http://www.geonames.org/11903358/porter-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n83054262,http://vocab.getty.edu/aat/300046300,1981,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Property rights for this collection reside with the University of California. Literary rights, including copyright, are retained by the creators and their heirs. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. Responsibility for obtaining permissions, and for any use rests exclusively with the user. For more information on copyright or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Unknown,Public,Transfer from Porter College in 2016,http://purl.org/dc/dcmitype/Image,http://id.loc.gov/vocabulary/iso639-2/eng,Box 1,ua0133_pho_036,ua0133_pho_036.tif
ua0133_pho_037.tif,,UA 133,Porter College dedication photographs,Porter College dedication photograph,Un-mounted silver gelatin black and white print of College Five students and faculty dating from the period.,http://www.geonames.org/11903358/porter-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n83054262,http://vocab.getty.edu/aat/300046300,1981,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Property rights for this collection reside with the University of California. Literary rights, including copyright, are retained by the creators and their heirs. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. Responsibility for obtaining permissions, and for any use rests exclusively with the user. For more information on copyright or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Unknown,Public,Transfer from Porter College in 2016,http://purl.org/dc/dcmitype/Image,http://id.loc.gov/vocabulary/iso639-2/eng,Box 1,ua0133_pho_037,ua0133_pho_037.tif
ua0133_pho_038.tif,,UA 133,Porter College dedication photographs,Porter College dedication photograph,Un-mounted silver gelatin black and white print of College Five students and faculty dating from the period.,http://www.geonames.org/11903358/porter-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n83054262,http://vocab.getty.edu/aat/300046300,1981,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Property rights for this collection reside with the University of California. Literary rights, including copyright, are retained by the creators and their heirs. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. Responsibility for obtaining permissions, and for any use rests exclusively with the user. For more information on copyright or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Unknown,Public,Transfer from Porter College in 2016,http://purl.org/dc/dcmitype/Image,http://id.loc.gov/vocabulary/iso639-2/eng,Box 1,ua0133_pho_038,ua0133_pho_038.tif
ua0133_pho_039.tif,,UA 133,Porter College dedication photographs,Porter College dedication photograph,Un-mounted silver gelatin black and white print of College Five students and faculty dating from the period.,http://www.geonames.org/11903358/porter-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n83054262,http://vocab.getty.edu/aat/300046300,1981,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Property rights for this collection reside with the University of California. Literary rights, including copyright, are retained by the creators and their heirs. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. Responsibility for obtaining permissions, and for any use rests exclusively with the user. For more information on copyright or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Unknown,Public,Transfer from Porter College in 2016,http://purl.org/dc/dcmitype/Image,http://id.loc.gov/vocabulary/iso639-2/eng,Box 1,ua0133_pho_039,ua0133_pho_039.tif
ua0133_pho_040.tif,,UA 133,Porter College dedication photographs,Porter College dedication photograph,Un-mounted silver gelatin black and white print of College Five students and faculty dating from the period.,http://www.geonames.org/11903358/porter-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n83054262,http://vocab.getty.edu/aat/300046300,1981,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Property rights for this collection reside with the University of California. Literary rights, including copyright, are retained by the creators and their heirs. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. Responsibility for obtaining permissions, and for any use rests exclusively with the user. For more information on copyright or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Unknown,Public,Transfer from Porter College in 2016,http://purl.org/dc/dcmitype/Image,http://id.loc.gov/vocabulary/iso639-2/eng,Box 1,ua0133_pho_040,ua0133_pho_040.tif
ua0133_pho_041.tif,,UA 133,Porter College dedication photographs,Porter College dedication photograph,Un-mounted silver gelatin black and white print of College Five students and faculty dating from the period.,http://www.geonames.org/11903358/porter-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n83054262,http://vocab.getty.edu/aat/300046300,1981,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Property rights for this collection reside with the University of California. Literary rights, including copyright, are retained by the creators and their heirs. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. Responsibility for obtaining permissions, and for any use rests exclusively with the user. For more information on copyright or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Unknown,Public,Transfer from Porter College in 2016,http://purl.org/dc/dcmitype/Image,http://id.loc.gov/vocabulary/iso639-2/eng,Box 1,ua0133_pho_041,ua0133_pho_041.tif
ua0133_pho_042.tif,,UA 133,Porter College dedication photographs,Porter College dedication photograph,Un-mounted silver gelatin black and white print of College Five students and faculty dating from the period.,http://www.geonames.org/11903358/porter-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n83054262,http://vocab.getty.edu/aat/300046300,1981,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Property rights for this collection reside with the University of California. Literary rights, including copyright, are retained by the creators and their heirs. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. Responsibility for obtaining permissions, and for any use rests exclusively with the user. For more information on copyright or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Unknown,Public,Transfer from Porter College in 2016,http://purl.org/dc/dcmitype/Image,http://id.loc.gov/vocabulary/iso639-2/eng,Box 1,ua0133_pho_042,ua0133_pho_042.tif
ua0133_pho_043.tif,,UA 133,Porter College dedication photographs,Porter College dedication photograph,Un-mounted silver gelatin black and white print of College Five students and faculty dating from the period.,http://www.geonames.org/11903358/porter-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n83054262,http://vocab.getty.edu/aat/300046300,1981,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Property rights for this collection reside with the University of California. Literary rights, including copyright, are retained by the creators and their heirs. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. Responsibility for obtaining permissions, and for any use rests exclusively with the user. For more information on copyright or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Unknown,Public,Transfer from Porter College in 2016,http://purl.org/dc/dcmitype/Image,http://id.loc.gov/vocabulary/iso639-2/eng,Box 1,ua0133_pho_043,ua0133_pho_043.tif
ua0133_pho_044.tif,,UA 133,Porter College dedication photographs,Porter College dedication photograph,Un-mounted silver gelatin black and white print of College Five students and faculty dating from the period.,http://www.geonames.org/11903358/porter-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n83054262,http://vocab.getty.edu/aat/300046300,1981,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Property rights for this collection reside with the University of California. Literary rights, including copyright, are retained by the creators and their heirs. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. Responsibility for obtaining permissions, and for any use rests exclusively with the user. For more information on copyright or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Unknown,Public,Transfer from Porter College in 2016,http://purl.org/dc/dcmitype/Image,http://id.loc.gov/vocabulary/iso639-2/eng,Box 1,ua0133_pho_044,ua0133_pho_044.tif
ua0133_pho_045.tif,,UA 133,Porter College dedication photographs,Porter College dedication photograph,Un-mounted silver gelatin black and white print of College Five students and faculty dating from the period.,http://www.geonames.org/11903358/porter-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n83054262,http://vocab.getty.edu/aat/300046300,1981,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Property rights for this collection reside with the University of California. Literary rights, including copyright, are retained by the creators and their heirs. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. Responsibility for obtaining permissions, and for any use rests exclusively with the user. For more information on copyright or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Unknown,Public,Transfer from Porter College in 2016,http://purl.org/dc/dcmitype/Image,http://id.loc.gov/vocabulary/iso639-2/eng,Box 1,ua0133_pho_045,ua0133_pho_045.tif
ua0133_pho_046.tif,,UA 133,Porter College dedication photographs,Porter College dedication photograph,Un-mounted silver gelatin black and white print of College Five students and faculty dating from the period.,http://www.geonames.org/11903358/porter-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n83054262,http://vocab.getty.edu/aat/300046300,1981,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Property rights for this collection reside with the University of California. Literary rights, including copyright, are retained by the creators and their heirs. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. Responsibility for obtaining permissions, and for any use rests exclusively with the user. For more information on copyright or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Unknown,Public,Transfer from Porter College in 2016,http://purl.org/dc/dcmitype/Image,http://id.loc.gov/vocabulary/iso639-2/eng,Box 1,ua0133_pho_046,ua0133_pho_046.tif
ua0133_pho_047.tif,,UA 133,Porter College dedication photographs,Porter College dedication photograph,Un-mounted silver gelatin black and white print of College Five students and faculty dating from the period.,http://www.geonames.org/11903358/porter-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n83054262,http://vocab.getty.edu/aat/300046300,1981,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Property rights for this collection reside with the University of California. Literary rights, including copyright, are retained by the creators and their heirs. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. Responsibility for obtaining permissions, and for any use rests exclusively with the user. For more information on copyright or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Unknown,Public,Transfer from Porter College in 2016,http://purl.org/dc/dcmitype/Image,http://id.loc.gov/vocabulary/iso639-2/eng,Box 1,ua0133_pho_047,ua0133_pho_047.tif
ua0133_pho_048.tif,,UA 133,Porter College dedication photographs,Porter College dedication photograph,Un-mounted silver gelatin black and white print of College Five students and faculty dating from the period.,http://www.geonames.org/11903358/porter-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n83054262,http://vocab.getty.edu/aat/300046300,1981,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Property rights for this collection reside with the University of California. Literary rights, including copyright, are retained by the creators and their heirs. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. Responsibility for obtaining permissions, and for any use rests exclusively with the user. For more information on copyright or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Unknown,Public,Transfer from Porter College in 2016,http://purl.org/dc/dcmitype/Image,http://id.loc.gov/vocabulary/iso639-2/eng,Box 1,ua0133_pho_048,ua0133_pho_048.tif
ua0133_pho_049.tif,,UA 133,Porter College dedication photographs,Porter College dedication photograph,Un-mounted silver gelatin black and white print of College Five students and faculty dating from the period.,http://www.geonames.org/11903358/porter-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n83054262,http://vocab.getty.edu/aat/300046300,1981,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Property rights for this collection reside with the University of California. Literary rights, including copyright, are retained by the creators and their heirs. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. Responsibility for obtaining permissions, and for any use rests exclusively with the user. For more information on copyright or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Unknown,Public,Transfer from Porter College in 2016,http://purl.org/dc/dcmitype/Image,http://id.loc.gov/vocabulary/iso639-2/eng,Box 1,ua0133_pho_049,ua0133_pho_049.tif
ua0133_pho_050.tif,,UA 133,Porter College dedication photographs,Porter College dedication photograph,Un-mounted silver gelatin black and white print of College Five students and faculty dating from the period.,http://www.geonames.org/11903358/porter-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n83054262,http://vocab.getty.edu/aat/300046300,1981,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Property rights for this collection reside with the University of California. Literary rights, including copyright, are retained by the creators and their heirs. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. Responsibility for obtaining permissions, and for any use rests exclusively with the user. For more information on copyright or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Unknown,Public,Transfer from Porter College in 2016,http://purl.org/dc/dcmitype/Image,http://id.loc.gov/vocabulary/iso639-2/eng,Box 1,ua0133_pho_050,ua0133_pho_050.tif
ua0133_pho_051.tif,,UA 133,Porter College dedication photographs,Porter College dedication photograph,Un-mounted silver gelatin black and white print of College Five students and faculty dating from the period.,http://www.geonames.org/11903358/porter-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n83054262,http://vocab.getty.edu/aat/300046300,1981,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Property rights for this collection reside with the University of California. Literary rights, including copyright, are retained by the creators and their heirs. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. Responsibility for obtaining permissions, and for any use rests exclusively with the user. For more information on copyright or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Unknown,Public,Transfer from Porter College in 2016,http://purl.org/dc/dcmitype/Image,http://id.loc.gov/vocabulary/iso639-2/eng,Box 1,ua0133_pho_051,ua0133_pho_051.tif
ua0133_pho_052.tif,,UA 133,Porter College dedication photographs,Porter College dedication photograph,Un-mounted silver gelatin black and white print of College Five students and faculty dating from the period.,http://www.geonames.org/11903358/porter-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n83054262,http://vocab.getty.edu/aat/300046300,1981,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Property rights for this collection reside with the University of California. Literary rights, including copyright, are retained by the creators and their heirs. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. Responsibility for obtaining permissions, and for any use rests exclusively with the user. For more information on copyright or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Unknown,Public,Transfer from Porter College in 2016,http://purl.org/dc/dcmitype/Image,http://id.loc.gov/vocabulary/iso639-2/eng,Box 1,ua0133_pho_052,ua0133_pho_052.tif
ua0133_pho_053.tif,,UA 133,Porter College dedication photographs,Porter College dedication photograph,Un-mounted silver gelatin black and white print of College Five students and faculty dating from the period.,http://www.geonames.org/11903358/porter-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n83054262,http://vocab.getty.edu/aat/300046300,1981,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Property rights for this collection reside with the University of California. Literary rights, including copyright, are retained by the creators and their heirs. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. Responsibility for obtaining permissions, and for any use rests exclusively with the user. For more information on copyright or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Unknown,Public,Transfer from Porter College in 2016,http://purl.org/dc/dcmitype/Image,http://id.loc.gov/vocabulary/iso639-2/eng,Box 1,ua0133_pho_053,ua0133_pho_053.tif
ua0133_pho_054.tif,,UA 133,Porter College dedication photographs,Porter College dedication photograph,Un-mounted silver gelatin black and white print of College Five students and faculty dating from the period.,http://www.geonames.org/11903358/porter-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n83054262,http://vocab.getty.edu/aat/300046300,1981,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Property rights for this collection reside with the University of California. Literary rights, including copyright, are retained by the creators and their heirs. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. Responsibility for obtaining permissions, and for any use rests exclusively with the user. For more information on copyright or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Unknown,Public,Transfer from Porter College in 2016,http://purl.org/dc/dcmitype/Image,http://id.loc.gov/vocabulary/iso639-2/eng,Box 1,ua0133_pho_054,ua0133_pho_054.tif
ua0133_pho_055.tif,,UA 133,Porter College dedication photographs,Porter College dedication photograph,Un-mounted silver gelatin black and white print of College Five students and faculty dating from the period.,http://www.geonames.org/11903358/porter-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n83054262,http://vocab.getty.edu/aat/300046300,1981,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Property rights for this collection reside with the University of California. Literary rights, including copyright, are retained by the creators and their heirs. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. Responsibility for obtaining permissions, and for any use rests exclusively with the user. For more information on copyright or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Unknown,Public,Transfer from Porter College in 2016,http://purl.org/dc/dcmitype/Image,http://id.loc.gov/vocabulary/iso639-2/eng,Box 1,ua0133_pho_055,ua0133_pho_055.tif
