filename,parent,extent,collectionCallNumber,boxFolder,accessionNumber,masterFilename,dateDigitized,dateCreated,series,title,description,description,contributor,contributor,contributor,subjectTopic,subjectName,subjectPlace,physicalFormat,resourceType,description,donorProvenance,relatedResource,rightsStatement,accessRights,rightsStatus,publisher,publisherHomepage,
ms0064_rec_0093.wav,row: 540,,,,ms0064_rec_0093,ms0064_rec_0093.wav,,,,Part 1: Handbell Sculpture No.2,,,,http://id.loc.gov/authorities/names/n90634524,,,,,,,,,,,,,,,
ms0064_rec_0094_1.wav,row: 540,,,,ms0064_rec_0094,ms0064_rec_0094_1.wav,,,,Part 2: Gending Bali,,Performers: Nancy Karp Dancers\; The Berkeley Gamelan,http://id.loc.gov/authorities/names/no2006081583; http://id.loc.gov/authorities/names/n79012008,http://id.loc.gov/authorities/names/nr96040759,,,,,,,,,,,,,,,
ms0064_rec_0094_2.wav,row: 540,,,,ms0064_rec_0094,ms0064_rec_0094_2.wav,,,,Part 3: River Canon,,,,http://id.loc.gov/authorities/names/n97868212,,,,,,,,,,,,,,,
ms0064_rec_0095_1.wav,row: 540,,,,ms0064_rec_0095,ms0064_rec_0095_1.wav,,,,part 4: There to Here,,Performers: The Berkeley Gamelan\; Other Music,http://id.loc.gov/authorities/names/n79012008; http://id.loc.gov/authorities/names/n87814453,"Fancher, Joe",,,,,,,,,,,,,,,
ms0064_rec_0095_2.wav,row: 540,,,,ms0064_rec_0095,ms0064_rec_0095_2.wav,,,,Part 5: Ness,,,,http://id.loc.gov/authorities/names/no94037879,,,,,,,,,,,,,,,
ms0064_rec_0095_3.wav,row: 540,,,,ms0064_rec_0095,ms0064_rec_0095_3.wav,,,,Part 6: Baris Barat,,,,"Stadig, James",,,,,,,,,,,,,,,
ms0064_rec_0096_1.wav,row: 540,,,,ms0064_rec_0096,ms0064_rec_0096_1.wav,,,,Part 7: Blue,,Performers: The Berkeley Gamelan\; Other Music,http://id.loc.gov/authorities/names/n79012008; http://id.loc.gov/authorities/names/n87814453,http://id.loc.gov/authorities/names/no00002588,,,,,,,,,,,,,,,
ms0064_rec_0096_2.wav,row: 540,,,,ms0064_rec_0096,ms0064_rec_0096_2.wav,,,,Part 8: Sunolon Dreams,,,,http://id.loc.gov/authorities/names/no2002027855,,,,,,,,,,,,,,,
ms0064_rec_0097.wav,row: 540,,,,ms0064_rec_0097,ms0064_rec_0097.wav,,,,"Part 9: Recom III, River of Dreams",,Performers: Other Music,http://id.loc.gov/authorities/names/n87814453,http://id.loc.gov/authorities/names/n87865055,,,,,,,,,,,,,,,
,row: 3,6 recordings,MS 64,,,,2019,1979-09-02,1979,1979 Cabrillo Music Festival: Concert 12,,,,,,,,http://www.geonames.org/5324400/aptos.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0098.wav,row: 550,,,6,ms0064_rec_0098,ms0064_rec_0098.wav,,,,Part 1: Amarus (1897),,,,http://id.loc.gov/authorities/names/n79071251,,,,,,,,,,,,,,,
ms0064_rec_0099.wav,row: 550,,,6,ms0064_rec_0099,ms0064_rec_0099.wav,,,,Part 2: Symphony No.8 in D minor (1953-55),,,,http://id.loc.gov/authorities/names/n79139255,,,,,,,,,,,,,,,
ms0064_rec_0100.wav,row: 550,,,5,ms0064_rec_0100,ms0064_rec_0100.wav,,,,Part 3: The Escape Story (1979),World Premiere of Commission,Performers: Garrett List and the A-1 Art Band,http://id.loc.gov/authorities/names/n88602816; A-1 Art Band,http://id.loc.gov/authorities/names/n88602816,,,,,,,,,,,,,,,
ms0064_rec_0101_1.wav,row: 550,,,8,ms0064_rec_0101,ms0064_rec_0101_1.wav,,,,"Part 4: Study in Sonority, Op.7 (1927)",,Performer: Dave Brubeck,http://id.loc.gov/authorities/names/n82144291,http://id.loc.gov/authorities/names/n81133625,,,,,,,,,,,,,,,
ms0064_rec_0101_2.wav,row: 550,,,8,ms0064_rec_0101,ms0064_rec_0101_2.wav,,,,Part 5: Reminiscences of the Cattle Country (1946),,,,http://id.loc.gov/authorities/names/n82144291,,,,,,,,,,,,,,,
ms0064_rec_0101_3.wav,row: 550,,,8,ms0064_rec_0101,ms0064_rec_0101_3.wav,,,,Part 6: Tritonis (1946),,,,http://id.loc.gov/authorities/names/n82144291,,,,,,,,,,,,,,,
,row: 3,4 recordings,MS 64,8,,,2019,1980-08-21,1980,1980 Cabrillo Music Festival: Concert 1,,,,,,,,http://www.geonames.org/5324400/aptos.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0102_1.wav,row: 557,,,,ms0064_rec_0102,ms0064_rec_0102_1.wav,,,,Part 1: The Duke (Medley of Ellington Tunes),,,,http://id.loc.gov/authorities/names/n82144291,,,,,,,,,,,,,,,
ms0064_rec_0102_2.wav,row: 557,,,,ms0064_rec_0102,ms0064_rec_0102_2.wav,,,,Part 2: Mockery,,,,http://id.loc.gov/authorities/names/n85119684,,,,,,,,,,,,,,,
ms0064_rec_0102_3.wav,row: 557,,,,ms0064_rec_0102,ms0064_rec_0102_3.wav,,,,Part 3: Threnody for Carlos Chavez (1978),,Performers: Gamelan Degung,Gamelan Degung,http://id.loc.gov/authorities/names/n82099801,,,,,,,,,,,,,,,
ms0064_rec_0103.wav,row: 557,,,,ms0064_rec_0103,ms0064_rec_0103.wav,,,,"Part 4: Bagatelles, Op.47 (1878)",,,,http://id.loc.gov/authorities/names/n81033190,,,,,,,,,,,,,,,
,row: 3,3 recordings,MS 64,8,,,2019,1980-08-22,1980,1980 Cabrillo Music Festival: Concert 2,,,,,,,,http://www.geonames.org/5324400/aptos.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0104.wav,row: 562,,,,ms0064_rec_0104,ms0064_rec_0104.wav,,,,Part 1: Il Vitalino Raddiopiatto (1978),,,,http://id.loc.gov/authorities/names/n79068363,,,,,,,,,,,,,,,
ms0064_rec_0105.wav,row: 562,,,,ms0064_rec_0105,ms0064_rec_0105.wav,,,,Part 2: Brandenburg Gate Revisited (1961),,,,http://id.loc.gov/authorities/names/n82144291,,,,,,,,,,,,,,,
ms0064_rec_0106.wav,row: 562,,,,ms0064_rec_0106,ms0064_rec_0106.wav,,,,"Part 3: Symphony No.6 in D Major, Op.60 (1880)",,,,http://id.loc.gov/authorities/names/n81033190,,,,,,,,,,,,,,,
,row: 3,5 recordings,MS 64,,,,2019,1980-08-23,1980,1980 Cabrillo Music Festival: Concert 3,,,,,,,,http://www.geonames.org/5393052/santa-cruz.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0107_1.wav,row: 566,,,8,ms0064_rec_0107,ms0064_rec_0107_1.wav,,,,Part 1: Reception for Polyhimnia (1908),,Performers: Robert Szabo\; Gamelan SiBetty\; Gamelan Degung,http://id.loc.gov/authorities/names/n2011076434; http://id.loc.gov/authorities/names/n93092538; Gamelan Degung,http://id.loc.gov/authorities/names/no96009673,,,,,,,,,,,,,,,
ms0064_rec_0107_2.wav,row: 566,,,8,ms0064_rec_0107,ms0064_rec_0107_2.wav,,,,Part 2: Gentle Breezes (1980),,,,"Nielsen, Trish",,,,,,,,,,,,,,,
ms0064_rec_0107_3.wav,row: 566,,,8,ms0064_rec_0107,ms0064_rec_0107_3.wav,,,,Part 3: Ngulandolo (Travelling) (1979),,,,http://id.loc.gov/authorities/names/n97846909,,,,,,,,,,,,,,,
ms0064_rec_0108.wav,row: 566,,,8,ms0064_rec_0108,ms0064_rec_0108.wav,,,,Part 4: Scenes from Cavafy (1908),,Performer: David Rourbauch,"Rourbauch, David",http://id.loc.gov/authorities/names/n82099801,,,,,,,,,,,,,,,
ms0064_rec_0109.wav,row: 566,,,9,ms0064_rec_0109,ms0064_rec_0109.wav,,,,Part 5: The Works (1979),,Performer: Alvin Curran,http://id.loc.gov/authorities/names/n88644663,http://id.loc.gov/authorities/names/n88644663,,,,,,,,,,,,,,,
,row: 3,4 recordings,,,,,2019,1980-08-23,1980,1980 Cabrillo Music Festival: Concert 4,,,,,,,,http://www.geonames.org/5324400/aptos.html,,http://purl.org/dc/dcmitype/Sound,,,,,,,,,
ms0414_rec_9125.wav,row: 572,,MS 414,356,ms0414_rec_9125,ms0414_rec_9125.wav,,,,"Part 1: Intro to concert, including interview with filmmaker Molly Davies",,,,,,,,,,,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
ms0064_rec_0110.wav,row: 572,,MS 64,9,ms0064_rec_0110,ms0064_rec_0110.wav,,,,"Part 2: Small Circles, Great Planes",,Performers: Sage Cowles\; Molly Davies,http://id.loc.gov/authorities/names/n97871013; http://id.loc.gov/authorities/names/n97871787,http://id.loc.gov/authorities/names/n88644663,,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0111_1.wav,row: 572,,MS 64,9,ms0064_rec_0111,ms0064_rec_0111_1.wav,,,,Part 3: Egusquiza to Falsetto,,Performers: Margaret Fisher\; Arch Ensemble,"Fisher, Margaret; http://id.loc.gov/authorities/names/n80147593",http://id.loc.gov/authorities/names/n80035691,,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0111_2.wav,row: 572,,MS 64,9,ms0064_rec_0111,ms0064_rec_0111_2.wav,,,,Part 4: Tongues,,,,http://id.loc.gov/authorities/names/n84053956,,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
,row: 3,4 recordings,,,,,2019,1980-08-24,1980,1980 Cabrillo Music Festival: Concert 5,,,,,,,,https://www.geonames.org/5373728/mission-san-juan-bautista.html,,http://purl.org/dc/dcmitype/Sound,,,,,,,,,
ms0414_rec_9126.wav,row: 577,,MS 414,,ms0414_rec_9126,ms0414_rec_9126.wav,,,,"Part 1: Intro to festival, description of piece, tuning noise",,,,,,,,,,,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
ms0064_rec_0112.wav,row: 577,,MS 64,9,ms0064_rec_0112,ms0064_rec_0112.wav,,,,Part 2: La Fiesta de la Posada,,Performer: Dave Brubeck,http://id.loc.gov/authorities/names/n82144291,http://id.loc.gov/authorities/names/n82144291,"Marshall, Galen",,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0113.wav,row: 577,,MS 64,9,ms0064_rec_0113,ms0064_rec_0113.wav,,,,"Part 3: Requiem, Op.89 (1890) part 1",,Performers: San Mateo Masterworks Chorale,"Masterworks Chorale (San Mateo, Calif.)",http://id.loc.gov/authorities/names/n81033190,,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0114.wav,row: 577,,MS 64,9,ms0064_rec_0114,ms0064_rec_0114.wav,,,,"Part 4: Requiem, Op.89 (1890) part 2",,,,,,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
,row: 3,8 recordings,,,,,2019,1980-08-28,1980,1980 Cabrillo Music Festival: Concert 7,,,,,,,,http://www.geonames.org/5334096/capitola.html,,http://purl.org/dc/dcmitype/Sound,,,,,,,,,
ms0414_rec_9127_1.wav,row: 582,,MS 414,356,ms0414_rec_9127,ms0414_rec_9127_1.wav,,,,Part 1: Intro by Charles Amirkhanian,,,,,,,,,,,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
ms0414_rec_9127_2.wav,row: 582,,MS 414,356,ms0414_rec_9127,ms0414_rec_9127_2.wav,,,,Part 2: Sonata in F Major for Violin and Piano (1820),,Performers: Sergiu Luca\; Anne Epperson,http://id.loc.gov/authorities/names/n82099797; http://id.loc.gov/authorities/names/n80057613,http://id.loc.gov/authorities/names/n79139515,,,,,,,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
ms0064_rec_0415.wav,row: 582,,MS 64,8,ms0064_rec_0415,ms0064_rec_0415.wav,,,,"Part 3: Partita in D minor for violin, BWV 1004 (1720)",,Performers: Sergiu Luca\; Anne Epperson,http://id.loc.gov/authorities/names/n82099797; http://id.loc.gov/authorities/names/n80057613,http://id.loc.gov/authorities/names/n79021425,,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0414_rec_9127_4.wav,row: 582,,MS 414,356,ms0414_rec_9127,ms0414_rec_9127_4.wav,,,,Part 4: Sonata No.2 for Violin and Piano (1978),,Performers: Sergiu Luca\; Anne Epperson,http://id.loc.gov/authorities/names/n82099797; http://id.loc.gov/authorities/names/n80057613,http://id.loc.gov/authorities/names/n81080002,,,,,,,,Original tape gift of Other Minds.,https://oac.cdlib.org/findaid/ark:/13030/c8wq0984/,,,,,,
ms0064_rec_0416_1.wav,row: 582,,MS 64,8,ms0064_rec_0416,ms0064_rec_0416_1.wav,,,,"Part 5: Four Romantic Pieces for Violin and Piano, Op.75 (1887)",,Performers: Sergiu Luca\; Anne Epperson,http://id.loc.gov/authorities/names/n82099797; http://id.loc.gov/authorities/names/n80057613,http://id.loc.gov/authorities/names/n81033190,,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0416_2.wav,row: 582,,MS 64,8,ms0064_rec_0416,ms0064_rec_0416_2.wav,,,,Part 6: From My Homeland (1878),,Performers: Sergiu Luca\; Anne Epperson,http://id.loc.gov/authorities/names/n82099797; http://id.loc.gov/authorities/names/n80057613,http://id.loc.gov/authorities/names/n50053339,,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0416_3.wav,row: 582,,MS 64,8,ms0064_rec_0416,ms0064_rec_0416_3.wav,,,,Part 7: Romance no. 1,,Performers: Sergiu Luca\; Anne Epperson,http://id.loc.gov/authorities/names/n82099797; http://id.loc.gov/authorities/names/n80057613,http://id.loc.gov/authorities/names/n79107741,,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0416_4.wav,row: 582,,MS 64,8,ms0064_rec_0416,ms0064_rec_0416_4.wav,,,,"Part 8: Perpetuum Mobile, from Sonata for violin and piano",,Performers: Sergiu Luca\; Anne Epperson,http://id.loc.gov/authorities/names/n82099797; http://id.loc.gov/authorities/names/n80057613,http://id.loc.gov/authorities/names/n93088356,,,,,,,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
,row: 3,3 recordings,MS 64,8,,,2019,1980-08-29,1980,1980 Cabrillo Music Festival: Concert 8,,,,,,,,http://www.geonames.org/5324400/aptos.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0417.wav,row: 591,,,,ms0064_rec_0417,ms0064_rec_0417.wav,,,,"Part 1: Othello Overture, Op.93",,,,http://id.loc.gov/authorities/names/n81033190,http://id.loc.gov/authorities/names/n83005079,,,,,,,,,,,,,,
ms0064_rec_0116.wav,row: 591,,,,ms0064_rec_0116,ms0064_rec_0116.wav,,,,Part 2: Concerto for Piano and Orchestra (1938-40),,Performer: Maria Theresa Rodriguez,"Rodriguez, Maria Teresa",http://id.loc.gov/authorities/names/n79108394,http://id.loc.gov/authorities/names/n83005079,,,,,,,,,,,,,,
ms0064_rec_0117.wav,row: 591,,,,ms0064_rec_0117,ms0064_rec_0117.wav,,,,Part 3: Symphony No.2 (1897-1902),,,,http://id.loc.gov/authorities/names/n80035835,http://id.loc.gov/authorities/names/n83005079,,,,,,,,,,,,,,
,row: 3,9 recordings,MS 64,8,,,2019,1980-08-30,1980,1980 Cabrillo Music Festival: Concert 9,,,,,,,,https://www.geonames.org/11903504/san-lorenzo-park.html; http://www.geonames.org/5393052/santa-cruz.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0118_1.wav,row: 595,,,,ms0064_rec_0118,ms0064_rec_0118_1.wav,,,,Part 1: Solemn Procession,,,,http://id.loc.gov/authorities/names/n82099801,,,,,,,,,,,,,,,
ms0064_rec_0118_2.wav,row: 595,,,,ms0064_rec_0118,ms0064_rec_0118_2.wav,,,,Part 2: March Intercollegiate,,,,http://id.loc.gov/authorities/names/n80035835,,,,,,,,,,,,,,,
ms0064_rec_0118_3.wav,row: 595,,,,ms0064_rec_0118,ms0064_rec_0118_3.wav,,,,Part 3: Rondo (1958),,,,http://id.loc.gov/authorities/names/n50077514,,,,,,,,,,,,,,,
ms0064_rec_0118_4.wav,row: 595,,,,ms0064_rec_0118,ms0064_rec_0118_4.wav,,,,Part 4: Nonet for Brass (1951),,,,http://id.loc.gov/authorities/names/n81133625,,,,,,,,,,,,,,,
ms0064_rec_0118_5.wav,row: 595,,,,ms0064_rec_0118,ms0064_rec_0118_5.wav,,,,"Part 5: Angels (1921, rev.1938)",,,,http://id.loc.gov/authorities/names/n84042582,,,,,,,,,,,,,,,
ms0064_rec_0119_1.wav,row: 595,,,,ms0064_rec_0119,ms0064_rec_0119_1.wav,,,,Part 6: December (1921),,,,http://id.loc.gov/authorities/names/n80035835,"Harrison, Kenneth",,,,,,,,,,,,,,
ms0064_rec_0119_2.wav,row: 595,,,,ms0064_rec_0119,ms0064_rec_0119_2.wav,,,,Part 7: March: Omega Llambda Chi,,,,http://id.loc.gov/authorities/names/n80035835,,,,,,,,,,,,,,,
ms0064_rec_0119_3.wav,row: 595,,,,ms0064_rec_0119,ms0064_rec_0119_3.wav,,,,Part 8: Circus Band March,,,,http://id.loc.gov/authorities/names/n80035835,,,,,,,,,,,,,,,
ms0064_rec_0119_4.wav,row: 595,,,,ms0064_rec_0119,ms0064_rec_0119_4.wav,,,,Part 9: Joyous Procession,,,,http://id.loc.gov/authorities/names/n82099801,,,,,,,,,,,,,,,
,row: 3,6 recordings,MS 64,,,,2019,1980-08-30,1980,1980 Cabrillo Music Festival: Concert 10,,,,,,,,http://www.geonames.org/5324400/aptos.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0120.wav,row: 605,,,8,ms0064_rec_0120,ms0064_rec_0120.wav,,,,Part 1: When the Willows Nod,West Coast Premiere,,,http://id.loc.gov/authorities/names/n85119684,"Harrison, Kenneth",,,,,,,,,,,,,,
ms0064_rec_0121_1.wav,row: 605,,,7,ms0064_rec_0121,ms0064_rec_0121_1.wav,,,,Part 2: Polyphonica,,Performer: Emily Wong,http://id.loc.gov/authorities/names/n2010074719,http://id.loc.gov/authorities/names/n50077514,,,,,,,,,,,,,,,
ms0064_rec_0121_2.wav,row: 605,,,7,ms0064_rec_0121,ms0064_rec_0121_2.wav,,,,Part 3: In the Night,,,,http://id.loc.gov/authorities/names/n80035835,,,,,,,,,,,,,,,
ms0064_rec_0121_3.wav,row: 605,,,7,ms0064_rec_0121,ms0064_rec_0121_3.wav,,,,"Part 4: Scherzo, Op.13",,,,http://id.loc.gov/authorities/names/n81133625,,,,,,,,,,,,,,,
ms0064_rec_0121_4.wav,row: 605,,,7,ms0064_rec_0121,ms0064_rec_0121_4.wav,,,,Part 5: Lilacs,,,,http://id.loc.gov/authorities/names/n84042582,,,,,,,,,,,,,,,
ms0064_rec_0121_5.wav,row: 605,,,7,ms0064_rec_0121,ms0064_rec_0121_5.wav,,,,Part 6: Concerto Arabesque,,,,http://id.loc.gov/authorities/names/n85119684,,,,,,,,,,,,,,,
,row: 3,5 recordings,MS 64,,,,2019,1980-08-31,1980,1980 Cabrillo Music Festival: Concert 11,,,,,,,,http://www.geonames.org/5407529/watsonville.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0122.wav,row: 612,,,7,ms0064_rec_0122,ms0064_rec_0122.wav,,,,Part 1: Le Tombeau de Couperin for Piano (1914-17),,Performer: Maria Theresa Rodriguez,"Rodriguez, Maria Teresa",http://id.loc.gov/authorities/names/n79108396,,,,,,,,,,,,,,,
ms0064_rec_0123_1.wav,row: 612,,,7,ms0064_rec_0123,ms0064_rec_0123_1.wav,,,,Part 2: Mazurka Op. 33 No. 2,,Performer: Maria Theresa Rodriguez,"Rodriguez, Maria Teresa",http://id.loc.gov/authorities/names/n79127769,,,,,,,,,,,,,,,
ms0064_rec_0123_2.wav,row: 612,,,7,ms0064_rec_0123,ms0064_rec_0123_2.wav,,,,Part 3: Fantasy Impromtu,,,,http://id.loc.gov/authorities/names/n79127769,,,,,,,,,,,,,,,
ms0064_rec_0124.wav,row: 612,,,8,ms0064_rec_0124,ms0064_rec_0124.wav,,,,Part 4: Seven Pieces for Piano (1923-30),,Performer: Maria Theresa Rodriguez,"Rodriguez, Maria Teresa",http://id.loc.gov/authorities/names/n79108394,,,,,,,,,,,,,,,
ms0064_rec_0125.wav,row: 612,,,8,ms0064_rec_0125,ms0064_rec_0125.wav,,,,"Part 5: Piano Sonata No.3 in B minor, Op.58 (1844)",,,,http://id.loc.gov/authorities/names/n79127769,,,,,,,,,,,,,,,
,row: 3,4 recordings,MS 64,,,,2019,1980-08-31,1980,1980 Cabrillo Music Festival: Concert 12,,,,,,,,http://www.geonames.org/5324400/aptos.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0126.wav,row: 618,,,8,ms0064_rec_0126,ms0064_rec_0126.wav,,,,Part 1: Overture to Beatrice and Benedict,,,,http://id.loc.gov/authorities/names/n79091197,http://id.loc.gov/authorities/names/n83127156,,,,,,,,,,,,,,
ms0064_rec_0127.wav,row: 618,,,8,ms0064_rec_0127,ms0064_rec_0127.wav,,,,"Part 2: Concerto in A minor for Violin and Orchestra, Op. 53 (1880)",,Performer: Sergiu Luca,http://id.loc.gov/authorities/names/n82099797,http://id.loc.gov/authorities/names/n81033190,http://id.loc.gov/authorities/names/n83127156,,,,,,,,,,,,,,
ms0064_rec_0128.wav,row: 618,,,7,ms0064_rec_0128,ms0064_rec_0128.wav,,,,Part 3: Symphony No.14 (1959-60),,,,http://id.loc.gov/authorities/names/n50077514,http://id.loc.gov/authorities/names/n83127156,,,,,,,,,,,,,,
ms0064_rec_0129.wav,row: 618,,,7,ms0064_rec_0129,ms0064_rec_0129.wav,,,,Part 4: Dances of Galanta (1933),,,,http://id.loc.gov/authorities/names/n81026598,http://id.loc.gov/authorities/names/n83127156,,,,,,,,,,,,,,
,row: 3,7 recordings,MS 64,11,,,2019,1981-08-20,1981,1981 Cabrillo Music Festival: Concert 1,,,,,,,,http://www.geonames.org/5324400/aptos.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0130_1.wav,row: 623,,,,ms0064_rec_0130,ms0064_rec_0130_1.wav,,,,Part 1: Molly on the Shore for piano (1981),,Performers: Dennis Russell Davies\; Emily Wong\; Thomas Paul,http://id.loc.gov/authorities/names/n81010514; http://id.loc.gov/authorities/names/n2010074719; http://id.loc.gov/authorities/names/n82215294,http://id.loc.gov/authorities/names/n79124007,,,,,,,,,,,,,,,
ms0064_rec_0130_2.wav,row: 623,,,,ms0064_rec_0130,ms0064_rec_0130_2.wav,,,,Part 2: Don Quichotte a Dulcine (1934),,,,http://id.loc.gov/authorities/names/n79108396,,,,,,,,,,,,,,,
ms0064_rec_0131.wav,row: 623,,,,ms0064_rec_0131,ms0064_rec_0131.wav,,,,Part 3: Temporal Variations for Oboe and Piano (1936),,Performers: Philip West\; Dennis Russell Davies,"West, Philip; http://id.loc.gov/authorities/names/n81010514",http://id.loc.gov/authorities/names/n79105791,,,,,,,,,,,,,,,
ms0064_rec_0132.wav,row: 623,,,,ms0064_rec_0132,ms0064_rec_0132.wav,,,,Part 4: Five Songs,,Performers: Jan DeGaetani\; Dennis Russell Davies,http://id.loc.gov/authorities/names/n79089435; http://id.loc.gov/authorities/names/n81010514,http://id.loc.gov/authorities/names/n50023175,,,,,,,,,,,,,,,
ms0064_rec_0133.wav,row: 623,,,,ms0064_rec_0133,ms0064_rec_0133.wav,,,,"Part 5: Symphony No.43, Op.334 (1979)",World Premiere,,,http://id.loc.gov/authorities/names/n79089446,http://id.loc.gov/authorities/names/n79089446,,,,,,,,,,,,,,
ms0064_rec_0134_1.wav,row: 623,,,,ms0064_rec_0134,ms0064_rec_0134_1.wav,,,,Part 6: Variations for Sextet (1960),,,,,http://id.loc.gov/authorities/names/n87114658,,,,,,,,,,,,,,
ms0064_rec_0134_2.wav,row: 623,,,,ms0064_rec_0134,ms0064_rec_0134_2.wav,,,,Part 7: Sonic Meditation (1971),,,,http://id.loc.gov/authorities/names/n82144277,,,,,,,,,,,,,,,
,row: 3,3 recordings,MS 64,,,,2019,1981-08-21,1981,1981 Cabrillo Music Festival: Concert 2,,,,,,,,http://www.geonames.org/5324400/aptos.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
ms0064_rec_0135.wav,row: 631,,,11,ms0064_rec_0135,ms0064_rec_0135.wav,,,,"Part 1: Symphony No.2, Op.132, “Mysterious Mountain” (1955)",,,,http://id.loc.gov/authorities/names/n79089446,http://id.loc.gov/authorities/names/n81010514,,,,,,,,,,,,,,
ms0064_rec_0136.wav,row: 631,,,11,ms0064_rec_0136,ms0064_rec_0136.wav,,,,Part 2: To Valerie Solanas and Marilyn Monroe in Recognition of Their Desperation (1970),,,,http://id.loc.gov/authorities/names/n82144277,http://id.loc.gov/authorities/names/n81010514,,,,,,,,,,,,,,
ms0064_rec_0137.wav,row: 631,,,12,ms0064_rec_0137,ms0064_rec_0137.wav,,,,"Part 3: Symphony No.14, Op.135 (1969)",,Performers: Jan DeGaetani\; Thomas Paul,http://id.loc.gov/authorities/names/n79089435; http://id.loc.gov/authorities/names/n82215294,http://id.loc.gov/authorities/names/n79140959,,,,,,,,,,,,,,,
,row: 3,4 recordings,MS 64,11,,,2019,1981-08-22,1981,1981 Cabrillo Music Festival: Concert 3,,,,,,,,http://www.geonames.org/5324400/aptos.html,,http://purl.org/dc/dcmitype/Sound,,Original tape gift of the Cabrillo Festival of Contemporary Music.,https://oac.cdlib.org/findaid/ark:/13030/c81v5mfm/,,,,,,
