filename,title,description,dateCreated,language,rightsStatement,rightsHolder,accessRights,collection,series,accessionNumber,resourceType,collectionCallNumber,creator,subjectName,subjectTopic,subjectPlace, physicalFormat,publisher,publisherHomepage,relatedResource,masterFileName,theme,,,,,,,,,,,
ua_0041_gra_0024.tif,Summer 1998 season poster,"Much Ado About Nothing, Othello, The Marriage of Figaro",1998,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0024,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0024.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0025.tif,Holiday 1998 poster,The Wind in the Willows,1998,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0025,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0025.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0026.tif,Summer 1999 season poster,"Romeo and Juliet, The Two Gentlemen of Verona, Arms and the Man",1999,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0026,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0026.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0027.tif,Holiday 1999 poster,Cinderella,1999,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0027,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0027.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0028.tif,Summer 2000 season poster,"Love's Labour's Lost, Cymbeline, Kean",2000,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0028,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0028.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0029.tif,Holiday 2000 poster,Cinderella,2000,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0029,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0029.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0030.tif,Summer 2001 season poster,"A Midsummer Night's Dream, Macbeth, She Stoops to Conquer (20th anniversary season)",2001,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0030,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0030.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0031.tif,Summer 2001 season poster,"A Midsummer Night's Dream, Macbeth, She Stoops to Conquer (20th anniversary season\; autographed copy)",2001,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0031,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0031.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0032.tif,Holiday 2001 poster,Gretel and Hansel,2001,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0032,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0032.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0033.tif,Holiday 2001 poster,Gretel and Hansel (autographed copy),2001,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0033,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0033.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0034.tif,Summer 2002 season poster,"The Merry Wives of Windsor, Coriolanus, The Sea Gull",2002,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0034,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0034.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0035.tif,Summer 2003 season poster,"The Comedy of Errors, Hamlet, Private Lives",2003,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0035,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0035.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0036.tif,Holiday 2003 poster,The Emperor's New Clothes,2003,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0036,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0036.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0037.tif,Summer 2004 season poster,"The Taming of the Shrew, Who's Afraid of Virginia Woolf?, The Tamer Tamed",2004,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0037,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0037.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0038.tif,Holiday 2004 poster,The Princess and the Pea,2004,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0038,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0038.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0039.tif,Summer 2005 season poster,"Twelfth Night, The Winter's Tale, Engaged",2005,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0039,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0039.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0040.tif,Holiday 2005 poster,Cinderella,2005,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0040,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0040.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0041.tif,Summer 2006 season poster,"As You Like It, King Lear, Pygmalion (25th anniversary season)",2006,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0041,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0041.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0042.tif,Holiday 2006 poster,Sleeping Beauty,2006,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0042,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0042.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0043.tif,Summer 2007 season poster,"Much Ado About Nothing, The Tempest, Play of the Western World, Endgame",2007,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0043,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0043.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0044.tif,Holiday 2007 poster,The Princess and the Pea,2007,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0044,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0044.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0045.tif,Summer 2008 season poster,"Romeo and Juliet, All's Well that Ends Well, Bach at Leipzig",2008,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0045,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0045.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0046.tif,Holiday 2008 poster,The Wind in the Willows (poster design 1 of 2),2008,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0046,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0046.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0047.tif,Holiday 2008 poster,The Wind in the Willows (poster design 2 of 2),2008,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0047,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0047.tif,Photography Collections,,,,,,,,,,,
