work_type,filename,parent,extent,masterFilename,collectionCallNumber,title,description,creator,contributor,dateCreatedDisplay,dateCreated,subjectPlace,subjectName,subjectTopic,resourceType,language,physicalFormat,physicalDescription,relatedResource,rightsStatement,rightsHolder,accessRights,rightsStatus,publisher,publisherHomepage,accessionNumber,donorProvenance,staffNote,boxFolder,genre,itemCallNumber,scale
work,ms0288_neg_053_22.tif,row:-1,,ms0288_neg_053_22.tif,,"Sheila Hough, lecturer for the Stevenson Core Course and Modern Society and Social Thought Program",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028378; info:lc/authorities/subjects/sh85105182; info:lc/authorities/subjects/sh85123693,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_053_24.tif,row:-1,,ms0288_neg_053_24.tif,,"Harold A. Hyde, vice chancellor for business and finance",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,"info:lc/authorities/names/n79059545; Hyde, Harold A., 1923-",info:lc/authorities/subjects/sh85028268; info:lc/authorities/subjects/sh85105182,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_053_30.tif,row:-1,,ms0288_neg_053_30.tif,,"UC Santa Cruz campus grounds: sign for Library, Chancellor and Administrative Offices",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545,Campus grounds,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_053_31.tif,row:-1,,ms0288_neg_053_31.tif,,Unidentified meeting of faculty and administration at Stevenson College (?): Glenn Willson and others,All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545; info:lc/authorities/names/n93042393,info:lc/authorities/subjects/sh85028268; info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_053_33.tif,row:-1,,ms0288_neg_053_33.tif,,Unidentified meeting of faculty and administration at Stevenson College (?): attendees,All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028268; info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_053_34.tif,row:-1,,ms0288_neg_053_34.tif,,"Unidentified meeting of faculty and administration at Stevenson College (?): Page Smith, standing, with Jasper Rose seated next to him",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545; info:lc/authorities/names/n79056180; info:lc/authorities/names/no00023560,info:lc/authorities/subjects/sh85028268; info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_053_35.tif,row:-1,,ms0288_neg_053_35.tif,,Unidentified meeting of faculty and administration at Stevenson College (?): Glenn Willson and others,All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545; info:lc/authorities/names/n93042393,info:lc/authorities/subjects/sh85028268; info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_054_02.tif,row:-1,,ms0288_neg_054_02.tif,,Final examinations: students in Thimann Lecture Hall,March 1967?,"Rees, Steve (Stephen M.)",,1967-03-15,1967-03-15,http://www.geonames.org/11903361/thimann-lecture-hall.html,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_054_07.tif,row:-1,,ms0288_neg_054_07.tif,,Final examinations: students in Thimann Lecture Hall,All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/11903361/thimann-lecture-hall.html,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_054_16.tif,row:-1,,ms0288_neg_054_16.tif,,Final examinations: students in a classroom,All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-12-15,1966-12-15,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_055_01.tif,row:-1,,ms0288_neg_055_01.tif,,"F.M. Glenn Willson, with unidentified Stevenson College office staff",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5398905,info:lc/authorities/names/n79059545; info:lc/authorities/names/n93042393; info:lc/authorities/names/n85039716,info:lc/authorities/subjects/sh98006638; info:lc/authorities/subjects/sh85028268,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_055_07.tif,row:-1,,ms0288_neg_055_07.tif,,Students boarding a bus,All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85018245; info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_055_32.tif,row:-1,,ms0288_neg_055_32.tif,,"Concha de Albornoz, professor of Spanish language and literature at Mount Holyoke College",All photographs were taken between September 1966 and May 1967. http://mhernandez-palmeral.blogspot.com/2011/10/tres-fotos-de-concha-de-albornoz.html,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028378; info:lc/authorities/subjects/sh85105182,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_055_38.tif,row:-1,,ms0288_neg_055_38.tif,,"Barry McLaughlin, professor of psychology, teaching a class",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545; info:lc/authorities/names/n83129020,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_055_40.tif,row:-1,,ms0288_neg_055_40.tif,,"Barry McLaughlin, professor of psychology, teaching a class",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545; info:lc/authorities/names/n83129020,info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_055_44.tif,row:-1,,ms0288_neg_055_44.tif,,"F.M. Glenn Willson, with unidentified Stevenson College office staff",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5398905,info:lc/authorities/names/n79059545; info:lc/authorities/names/n93042393; info:lc/authorities/names/n85039716,info:lc/authorities/subjects/sh98006638; info:lc/authorities/subjects/sh85028268,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_056_02.tif,row:-1,,ms0288_neg_056_02.tif,,"William F. (Bill) Shipley, professor of linguistics, with students",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545; info:lc/authorities/names/n88099833,info:lc/authorities/subjects/sh85028378; info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_056_25.tif,row:-1,,ms0288_neg_056_25.tif,,"Gurden Mooser, assistant to the chancellor and Director of University Relations",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,"info:lc/authorities/names/n79059545; Mooser, Gurden",info:lc/authorities/subjects/sh85028268; info:lc/authorities/subjects/sh85105182,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_056_37.tif,row:-1,,ms0288_neg_056_37.tif,,"Takaaki ""Taka"" Izumi, fiscal management officer, Business and Finance Department",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028268; info:lc/authorities/subjects/sh85105182,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_056_40.tif,row:-1,,ms0288_neg_056_40.tif,,Campus construction: unidentified building,All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85031450; Construction views,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_056_43.tif,row:-1,,ms0288_neg_056_43.tif,,Stevenson College dining hall: Professor Roger Keesing with students,All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5398905,info:lc/authorities/names/n79059545; info:lc/authorities/names/n85039716; info:lc/authorities/names/n50046770,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_057_20.tif,row:-1,,ms0288_neg_057_20.tif,,Chemistry Board: Paul Kasai,All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_057_22.tif,row:-1,,ms0288_neg_057_22.tif,,Chemistry Board: unidentified instructor in a lab,All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028378; info:lc/authorities/subjects/sh85073739; info:lc/authorities/subjects/sh85118677,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_057_35.tif,row:-1,,ms0288_neg_057_35.tif,,"Peter Ray, professor of biology, founding faculty",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_058_01.tif,row:-1,,ms0288_neg_058_01.tif,,"University Theatre Company production of Peter Weiss' ""Marat/Sade,"" directed by Robert Mooney: performance on the loading dock of Natural Sciences 1 (Thimann Labs)","Performed May 19-21 and 26-28, 1967. May 19-21 and 26-28. Staged on the loading dock of the Natural Science building.","Rees, Steve (Stephen M.)",,1967-05-19,1967-05-19,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545; University Theatre Company of Santa Cruz,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85039316; info:lc/authorities/subjects/sh85134522,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,"Santa Cruz Sentinel, 5/14/1967, p. 11.",,,,,,,,,,,,,
work,ms0288_neg_058_23.tif,row:-1,,ms0288_neg_058_23.tif,,"University Theatre Company production of Peter Weiss' ""Marat/Sade,"" directed by Robert Mooney: performance on the loading dock of Natural Sciences 1 (Thimann Labs), with Michael Fiske as the Marquis de Sade","Performed May 19-21 and 26-28, 1967. May 19-21 and 26-28. Staged on the loading dock of the Natural Science building.","Rees, Steve (Stephen M.)",,1967-05-19,1967-05-19,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545; University Theatre Company of Santa Cruz,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85039316; info:lc/authorities/subjects/sh85134522,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,"Santa Cruz Sentinel, 5/14/1967, p. 11.",,,,,,,,,,,,,
work,ms0288_neg_058_28.tif,row:-1,,ms0288_neg_058_28.tif,,"University Theatre Company production of Peter Weiss' ""Marat/Sade,"" directed by Robert Mooney: performance on the loading dock of Natural Sciences 1 (Thimann Labs)","Performed May 19-21 and 26-28, 1967. May 19-21 and 26-28. Staged on the loading dock of the Natural Science building.","Rees, Steve (Stephen M.)",,1967-05-19,1967-05-19,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545; University Theatre Company of Santa Cruz,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85039316; info:lc/authorities/subjects/sh85134522,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,"Santa Cruz Sentinel, 5/14/1967, p. 11.",,,,,,,,,,,,,
work,ms0288_neg_058_43.tif,row:-1,,ms0288_neg_058_43.tif,,"University Theatre Company production of Peter Weiss' ""Marat/Sade,"" directed by Robert Mooney: performance on the loading dock of Natural Sciences 1 (Thimann Labs)","Performed May 19-21 and 26-28, 1967. May 19-21 and 26-28. Staged on the loading dock of the Natural Science building.","Rees, Steve (Stephen M.)",,1967-05-19,1967-05-19,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545; University Theatre Company of Santa Cruz,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85039316; info:lc/authorities/subjects/sh85134522,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,"Santa Cruz Sentinel, 5/14/1967, p. 11.",,,,,,,,,,,,,
work,ms0288_neg_059_35.tif,row:-1,,ms0288_neg_059_35.tif,,"University Theatre Company production of Peter Weiss' ""Marat/Sade,"" directed by Robert Mooney: performance on the loading dock of Natural Sciences 1 (Thimann Labs), with Jeffry Kluewer","Performed May 19-21 and 26-28, 1967. May 19-21 and 26-28. Staged on the loading dock of the Natural Science building.","Rees, Steve (Stephen M.)",,1967-05-19,1967-05-19,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545; University Theatre Company of Santa Cruz,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85039316; info:lc/authorities/subjects/sh85134522,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,"Santa Cruz Sentinel, 5/14/1967, p. 11.",,,,,,,,,,,,,
work,ms0288_neg_059_37.tif,row:-1,,ms0288_neg_059_37.tif,,"University Theatre Company production of Peter Weiss' ""Marat/Sade,"" directed by Robert Mooney: performance on the loading dock of Natural Sciences 1 (Thimann Labs)","Performed May 19-21 and 26-28, 1967. May 19-21 and 26-28. Staged on the loading dock of the Natural Science building.","Rees, Steve (Stephen M.)",,1967-05-19,1967-05-19,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545; University Theatre Company of Santa Cruz,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85039316; info:lc/authorities/subjects/sh85134522,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,"Santa Cruz Sentinel, 5/14/1967, p. 11.",,,,,,,,,,,,,
work,ms0288_neg_059_41.tif,row:-1,,ms0288_neg_059_41.tif,,"University Theatre Company production of Peter Weiss' ""Marat/Sade,"" directed by Robert Mooney: performance on the loading dock of Natural Sciences 1 (Thimann Labs), with Sally Schuman as Charlotte Corday and Robert Niederman as Duperret","Performed May 19-21 and 26-28, 1967. May 19-21 and 26-28. Staged on the loading dock of the Natural Science building.","Rees, Steve (Stephen M.)",,1967-05-19,1967-05-19,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545; University Theatre Company of Santa Cruz,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85039316; info:lc/authorities/subjects/sh85134522,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,"Santa Cruz Sentinel, 5/14/1967, p. 11.",,,,,,,,,,,,,
work,ms0288_neg_061_03.tif,row:-1,,ms0288_neg_061_03.tif,,"University Theatre Company production of Peter Weiss' ""Marat/Sade,"" directed by Robert Mooney: performance on the loading dock of Natural Sciences 1 (Thimann Labs)","Performed May 19-21 and 26-28, 1967. May 19-21 and 26-28. Staged on the loading dock of the Natural Science building.","Rees, Steve (Stephen M.)",,1967-05-19,1967-05-19,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545; University Theatre Company of Santa Cruz,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85039316; info:lc/authorities/subjects/sh85134522,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,"Santa Cruz Sentinel, 5/14/1967, p. 11.",,,,,,,,,,,,,
work,ms0288_neg_061_08.tif,row:-1,,ms0288_neg_061_08.tif,,"University Theatre Company production of Peter Weiss' ""Marat/Sade,"" directed by Robert Mooney: performance on the loading dock of Natural Sciences 1 (Thimann Labs)","Performed May 19-21 and 26-28, 1967. May 19-21 and 26-28. Staged on the loading dock of the Natural Science building.","Rees, Steve (Stephen M.)",,1967-05-19,1967-05-19,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545; University Theatre Company of Santa Cruz,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85039316; info:lc/authorities/subjects/sh85134522,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,"Santa Cruz Sentinel, 5/14/1967, p. 11.",,,,,,,,,,,,,
work,ms0288_neg_061_10.tif,row:-1,,ms0288_neg_061_10.tif,,"University Theatre Company production of Peter Weiss' ""Marat/Sade,"" directed by Robert Mooney: performance on the loading dock of Natural Sciences 1 (Thimann Labs)","Performed May 19-21 and 26-28, 1967. May 19-21 and 26-28. Staged on the loading dock of the Natural Science building.","Rees, Steve (Stephen M.)",,1967-05-19,1967-05-19,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545; University Theatre Company of Santa Cruz,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85039316; info:lc/authorities/subjects/sh85134522,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,"Santa Cruz Sentinel, 5/14/1967, p. 11.",,,,,,,,,,,,,
work,ms0288_neg_061_12.tif,row:-1,,ms0288_neg_061_12.tif,,"University Theatre Company production of Peter Weiss' ""Marat/Sade,"" directed by Robert Mooney: performance on the loading dock of Natural Sciences 1 (Thimann Labs)","Performed May 19-21 and 26-28, 1967. May 19-21 and 26-28. Staged on the loading dock of the Natural Science building.","Rees, Steve (Stephen M.)",,1967-05-19,1967-05-19,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545; University Theatre Company of Santa Cruz,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85039316; info:lc/authorities/subjects/sh85134522,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,"Santa Cruz Sentinel, 5/14/1967, p. 11.",,,,,,,,,,,,,
work,ms0288_neg_061_13.tif,row:-1,,ms0288_neg_061_13.tif,,"University Theatre Company production of Peter Weiss' ""Marat/Sade,"" directed by Robert Mooney: performance on the loading dock of Natural Sciences 1 (Thimann Labs), with Robert Niederman as Duperret and Sally Schuman as Charlotte Corday","Performed May 19-21 and 26-28, 1967. May 19-21 and 26-28. Staged on the loading dock of the Natural Science building.","Rees, Steve (Stephen M.)",,1967-05-19,1967-05-19,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545; University Theatre Company of Santa Cruz,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85039316; info:lc/authorities/subjects/sh85134522,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,"Santa Cruz Sentinel, 5/14/1967, p. 11.",,,,,,,,,,,,,
work,ms0288_neg_062_35.tif,row:-1,,ms0288_neg_062_35.tif,,Stevenson College residence halls: residents of House Five,All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5398905,info:lc/authorities/names/n79059545; info:lc/authorities/names/n85039716,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85039107,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_062_37.tif,row:-1,,ms0288_neg_062_37.tif,,Stevenson College residence halls: residents of House Seven,All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5398905,info:lc/authorities/names/n79059545; info:lc/authorities/names/n85039716,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85039107,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_062_41.tif,row:-1,,ms0288_neg_062_41.tif,,"Stevenson College residence halls: residents of House Seven: (bottom row from right:) Cathy Gribkoff, Cynthia Sawyer, Nancy ?, Meredith Ayer\; (sitting on tree trunk from right:) unidentified, Kathy Gorin, Suzanne Sawyer, Anne Oechsle\; (standing on tree far right:) Kathy Persky",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5398905,info:lc/authorities/names/n79059545; info:lc/authorities/names/n85039716,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85039107,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_062_44.tif,row:-1,,ms0288_neg_062_44.tif,,Stevenson College residence halls: residents of House Four (?),All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5398905,info:lc/authorities/names/n79059545; info:lc/authorities/names/n85039716,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85039107,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_062_08.tif,row:-1,,ms0288_neg_062_08.tif,,Tennis courts,All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85133890; info:lc/authorities/subjects/sh85126887,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_063_01.tif,row:-1,,ms0288_neg_063_01.tif,,UC Santa Cruz campus grounds: student studying on a tree stump,All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028356; Campus grounds,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_063_03.tif,row:-1,,ms0288_neg_063_03.tif,,Unidentified dining hall (?): students,All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_063_04.tif,row:-1,,ms0288_neg_063_04.tif,,Unidentified dining hall (?): menu signs,All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_063_31.tif,row:-1,,ms0288_neg_063_31.tif,,"University Theatre Company: posters for ""Marat/Sade"" and ""Twelfth Night""",,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85134522,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_063_36b.tif,row:-1,,ms0288_neg_063_36b.tif,,Stevenson College (?): students in a classroom,All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5398905,info:lc/authorities/names/n79059545; info:lc/authorities/names/n85039716,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_063_37.tif,row:-1,,ms0288_neg_063_37.tif,,"Carolyn Elliot, professor of government",All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028378; info:lc/authorities/subjects/sh85105182,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_063_44.tif,row:-1,,ms0288_neg_063_44.tif,,Stevenson College (?): students with a dog,All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5398905,info:lc/authorities/names/n79059545; info:lc/authorities/names/n85039716,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85038796,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_064_14.tif,row:-1,,ms0288_neg_064_14.tif,,Stevenson College: students walking by the dining hall,All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5398905,info:lc/authorities/names/n79059545; info:lc/authorities/names/n85039716,info:lc/authorities/subjects/sh85023418; info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0288_neg_064_19.tif,row:-1,,ms0288_neg_064_19.tif,,Unidentified instructor,All photographs were taken between September 1966 and May 1967.,"Rees, Steve (Stephen M.)",,1966-1967,1966; 1967,http://www.geonames.org/5404900,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028378; info:lc/authorities/subjects/sh85105182,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
