workType,filename,parent,collectionCallNumber,series,subSeries,title,description,description,creator,contributor,dateCreated,subjectName,subjectTitle,subjectPlace,subjectTopic,language,resourceType,physicalFormat,physicalDescription,publisher,publisherHomepage,rightsStatement,rightsHolder,accessRights,rightsStatus,relatedResource,accessionNumber,masterFilename
work,dc1_750_0719.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,"California flora and fauna: cyclamen species with pink blossoms, growing on a rock","View in tinted lantern slide, ca. 1920-1940",,info:lc/authorities/names/n2013035337,,1920,,,http://www.geonames.org/5332921/california.html,info:lc/authorities/subjects/sh85090290; info:lc/authorities/subjects/sh85146677,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0719L,dc1_750_0719.tif
work,dc1_750_0720.tif,row:2,,"American Travelogues, Branson DeCou",California,California flora and fauna: Allen's chipmunk (Tamias senex),"View in tinted lantern slide, ca. 1915.",,"Eddy, Lindley",,1915-06-15,,,http://www.geonames.org/5332921/california.html,info:lc/authorities/subjects/sh91005705; info:lc/authorities/subjects/sh85050707; info:lc/authorities/subjects/sh85024419,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0720L,dc1_750_0720.tif
work,dc1_750_0721.tif,row:2,,"American Travelogues, Branson DeCou",California,California flora and fauna: Western gray squirrel (Sciurus griseus),"View in tinted lantern slide, ca. 1915.",,"info:lc/authorities/names/n2013035337; Hullinger, B.",,1915-06-15,,,http://www.geonames.org/5332921/california.html,info:lc/authorities/subjects/sh91005705; info:lc/authorities/subjects/sh85050707; info:lc/authorities/subjects/sh85127116,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0721L,dc1_750_0721.tif
work,dc1_750_0722.tif,row:2,,"American Travelogues, Branson DeCou",California,California flora and fauna: mock orange blossoms (Philadelphus sp.),"View in tinted lantern slide, ca. 1915.",,info:lc/authorities/names/n2013035337,,1915-06-15,,,http://www.geonames.org/5332921/california.html,info:lc/authorities/subjects/sh85090290; info:lc/authorities/subjects/sh85146677,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0722L,dc1_750_0722.tif
work,dc1_750_0723.tif,row:2,,"American Travelogues, Branson DeCou",California,California flora and fauna: colorful cosmos flowers in a basket,"View in tinted lantern slide, ca. 1915.",,info:lc/authorities/names/n2013035337,,1915-06-15,,,http://www.geonames.org/5332921/california.html,info:lc/authorities/subjects/sh85090290; info:lc/authorities/subjects/sh85146677,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0723L,dc1_750_0723.tif
work,dc1_750_0724.tif,row:2,,"American Travelogues, Branson DeCou",California,California flora and fauna: yellow daffodils,"View in tinted lantern slide, ca. 1915.",,info:lc/authorities/names/n2013035337,,1915-06-15,,,http://www.geonames.org/5332921/california.html,info:lc/authorities/subjects/sh85090290; info:lc/authorities/subjects/sh85146677,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0724L,dc1_750_0724.tif
work,dc1_750_0725.tif,row:2,,"American Travelogues, Branson DeCou",California,California flora and fauna: purple wisteria (Wisteria sinensis) on a wood-shingled building,"View in tinted lantern slide, ca. 1920-1940",,info:lc/authorities/names/n2013035337,,1920,,,http://www.geonames.org/5332921/california.html,info:lc/authorities/subjects/sh85090290; info:lc/authorities/subjects/sh85146677,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0725L,dc1_750_0725.tif
work,dc1_750_0726.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,"Santa Clara Valley, California: cherry trees in blossom, in the Santa Clara Valley (?)","View in tinted lantern slide, ca. 1920-1940",,"Frasher, Burton",,1920,,,http://www.geonames.org/5393015/santa-clara.html,info:lc/authorities/subjects/sh85101206; info:lc/authorities/subjects/sh85095323; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0726L,dc1_750_0726.tif
work,dc1_750_0727.tif,row:2,,"American Travelogues, Branson DeCou",California,"Santa Clara Valley, California: prune tree blossoms, in the Santa Clara Valley (?)","View in tinted lantern slide, ca. 1915-1920.",,info:lc/authorities/names/n85176677; info:lc/authorities/names/n2013035337,,1920,,,http://www.geonames.org/5393015/santa-clara.html,info:lc/authorities/subjects/sh85090290; info:lc/authorities/subjects/sh85095323,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0727L,dc1_750_0727.tif
work,dc1_750_0728.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,"Banning, California: almond orchard with trees in bloom, snow-capped mountains in the distance","View in tinted lantern slide, ca. 1920-1940",,info:lc/authorities/names/n2013035337,,1920,,,http://www.geonames.org/5326032/banning.html,info:lc/authorities/subjects/sh85101229; info:lc/authorities/subjects/sh85095323; info:lc/authorities/subjects/sh85087823; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0728L,dc1_750_0728.tif
work,dc1_750_0729.tif,row:2,,"American Travelogues, Branson DeCou",California,Sequoia National Park: six people demonstrating the width of the base of a giant sequoia,"View in tinted lantern slide, ca. 1915-1920.",,info:lc/authorities/names/n2013035337,,1920,,,http://www.geonames.org/5394465/sequoia-national-park.html,info:lc/authorities/subjects/sh85090290; info:lc/authorities/subjects/sh85050707; info:lc/authorities/subjects/sh85090045; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0729L,dc1_750_0729.tif
work,dc1_750_0730.tif,row:2,,"American Travelogues, Branson DeCou",California,Sequoia National Park: view of Sequoia tree (Sequoiadendron giganteum) grove,"View in tinted lantern slide, ca. 1915-1920.",,info:lc/authorities/names/n2013035337,,1920,,,http://www.geonames.org/5394465/sequoia-national-park.html,info:lc/authorities/subjects/sh85101229; info:lc/authorities/subjects/sh85050707; info:lc/authorities/subjects/sh85090045; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0730L,dc1_750_0730.tif
work,dc1_750_0731.tif,row:2,,"American Travelogues, Branson DeCou",California,Sequoia National Park: view of sequoia tree (Sequoiadendron giganteum) grove,"View in tinted lantern slide, ca. 1915-1920.",,info:lc/authorities/names/n2013035337,,1920,,,http://www.geonames.org/5394465/sequoia-national-park.html,info:lc/authorities/subjects/sh85101229; info:lc/authorities/subjects/sh85050707; info:lc/authorities/subjects/sh85090045; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0731L,dc1_750_0731.tif
work,dc1_750_0732.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,"Sequoia National Park: road through a sequoia forest, with small fire by the side of the road, and a 1936 Buick","View in tinted lantern slide, ca. 1936-1940.",,info:lc/authorities/names/n2013035337,,1940,,,http://www.geonames.org/5394465/sequoia-national-park.html,info:lc/authorities/subjects/sh85101229; info:lc/authorities/subjects/sh85050707; info:lc/authorities/subjects/sh85090045; info:lc/authorities/subjects/sh85114487; info:lc/authorities/subjects/sh85010201; info:lc/authorities/subjects/sh85048572; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0732L,dc1_750_0732.tif
work,dc1_750_0733.tif,row:2,,"American Travelogues, Branson DeCou",California,"Redwood Highway, California (?): wood footbridge over a stream in a meadow, near a redwood forest","View in tinted lantern slide, 1915.",,info:lc/authorities/names/n2013035337,,1915-06-15,,,http://www.geonames.org/5332921/california.html,info:lc/authorities/subjects/sh85101229; info:lc/authorities/subjects/sh85050707; info:lc/authorities/subjects/sh85050425; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0733L,dc1_750_0733.tif
work,dc1_750_0734.tif,row:2,,"American Travelogues, Branson DeCou",California,"California: oak tree grove, with melting snow","View in tinted lantern slide, ca. 1915.",,info:lc/authorities/names/n2013035337,,1915-06-15,,,http://www.geonames.org/5332921/california.html,info:lc/authorities/subjects/sh85101229; info:lc/authorities/subjects/sh85050707; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0734L,dc1_750_0734.tif
work,dc1_750_0735.tif,row:2,,"American Travelogues, Branson DeCou",California,Sequoia National Park: bears (Ursus americanus) on a fallen giant tree,"View in tinted lantern slide, ca. 1915-1920.",,"Eddy, Lindley",,1920,,,http://www.geonames.org/5394465/sequoia-national-park.html,info:lc/authorities/subjects/sh91005705; info:lc/authorities/subjects/sh85050707; info:lc/authorities/subjects/sh85090045; info:lc/authorities/subjects/sh85012691; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0735L,dc1_750_0735.tif
work,dc1_750_0736.tif,row:2,,"American Travelogues, Branson DeCou",California,"San Diego (?), California. Actor Frederick B. Warde portraying Fra Serra in ""The Mission Play"", by John Steven McGroarty (San Diego, 1919?)","View in tinted lantern slide, ca. 1919.",,info:lc/authorities/names/n2013035337,,1919,info:lc/authorities/names/n88226435; http://id.loc.gov/authorities/names/n79099088,,http://www.geonames.org/5391811/san-diego.html,info:lc/authorities/subjects/sh85101240; info:lc/authorities/subjects/sh85000744; http://id.loc.gov/authorities/subjects/sh85039316,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0736L,dc1_750_0736.tif
work,dc1_750_0737.tif,row:2,,"American Travelogues, Branson DeCou",California,"California: map showing the location of the Missions, from unknown printed source","View in tinted lantern slide, ca. 1920-1940",,info:lc/authorities/names/n2013035337,,1920,,,http://www.geonames.org/5332921/california.html,info:lc/authorities/subjects/sh85080858; info:lc/authorities/subjects/sh85086032; info:lc/authorities/subjects/sh85086032,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0737L,dc1_750_0737.tif
work,dc1_402_0001.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",Germany,"Hamburg: aerial view of Hamburg city center, with the City Hall and the Alster lakes","View in tinted lantern slide, ca. 1930",Tower height: 112 m,info:lc/authorities/names/n2013035337,,1930,,,http://www.geonames.org/2911298/hamburg.html,info:lc/authorities/subjects/sh85101206; info:lc/authorities/subjects/sh85006611; info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85026130; info:lc/authorities/subjects/sh85058838; info:lc/authorities/subjects/sh85136296,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.402.0001L,dc1_402_0001.tif
work,dc1_402_0002.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",Germany,"Hamburg: City Hall (Rathaus) at night, from the Alsterarkaden shopping arcade","View in tinted lantern slide, ca. 1930",,info:lc/authorities/names/n2013035337,,1930,,,http://www.geonames.org/2911298/hamburg.html,info:lc/authorities/subjects/sh85101292; info:lc/authorities/subjects/sh85006611; info:lc/authorities/subjects/sh85026266; info:lc/authorities/subjects/sh85136296; info:lc/authorities/subjects/sh85006482,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.402.0002L,dc1_402_0002.tif
work,dc1_402_0003.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",Germany,"Hamburg: Alsterpavillon restaurant, Jungfernstieg 54, with steeple of St. Peter in the distance","View in tinted lantern slide, ca. 1930",,info:lc/authorities/names/n2013035337,,1930,,,http://www.geonames.org/2911298/hamburg.html,info:lc/authorities/subjects/sh85006611; info:lc/authorities/subjects/sh85026130; info:lc/authorities/subjects/sh85074030; http://id.loc.gov/authorities/subjects/sh85025854; info:lc/authorities/subjects/sh85113249,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.402.0003L,dc1_402_0003.tif
work,dc1_402_0004.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",Germany,"Hamburg: Alsterpavillon restaurant, from across the Binnenalster lake","View in tinted lantern slide, ca. 1930",,info:lc/authorities/names/n2013035337,,1930,,,http://www.geonames.org/2911298/hamburg.html,info:lc/authorities/subjects/sh85006611; info:lc/authorities/subjects/sh85026130; info:lc/authorities/subjects/sh85074030; http://id.loc.gov/authorities/subjects/sh85025854; info:lc/authorities/subjects/sh85136296; info:lc/authorities/subjects/sh85097477,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.402.0004L,dc1_402_0004.tif
work,dc1_402_0005.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",Germany,"Hamburg: Hagenbeck Zoo, Hamadryas baboon exhibit","View in tinted lantern slide, ca. 1930",,info:lc/authorities/names/n2013035337,,1930,,,http://www.geonames.org/2911298/hamburg.html,info:lc/authorities/subjects/sh85101206; info:lc/authorities/subjects/sh85150003; info:lc/authorities/subjects/sh85046354; info:lc/authorities/subjects/sh85010744,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.402.0005L,dc1_402_0005.tif
work,dc1_402_0006.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",Germany,"Hamburg: Hagenbeck Zoo, lion exhibit","View in tinted lantern slide, ca. 1930",,info:lc/authorities/names/n2013035337,,1930,,,http://www.geonames.org/2911298/hamburg.html,info:lc/authorities/subjects/sh85101206; info:lc/authorities/subjects/sh85150003; info:lc/authorities/subjects/sh85046354; http://id.loc.gov/authorities/subjects/sh85077276,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.402.0006L,dc1_402_0006.tif
work,dc1_402_0007.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",Germany,"Hamburg: Hagenbeck Zoo, dinosaurs in the ""Monsters of Prehistoric Days"" exhibit","View in tinted lantern slide, ca. 1930",,info:lc/authorities/names/n2013035337,,1930,,,http://www.geonames.org/2911298/hamburg.html,info:lc/authorities/subjects/sh85119004; info:lc/authorities/subjects/sh85150003; info:lc/authorities/subjects/sh85046354; info:lc/authorities/subjects/sh85038094,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.402.0007L,dc1_402_0007.tif
work,dc1_402_0008.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",Germany,"Hamburg: Hagenbeck Zoo, dinosaurs in the ""Monsters of Prehistoric Days"" exhibit","View in tinted lantern slide, ca. 1930",,info:lc/authorities/names/n2013035337,,1930,,,http://www.geonames.org/2911298/hamburg.html,info:lc/authorities/subjects/sh85119004; info:lc/authorities/subjects/sh85150003; info:lc/authorities/subjects/sh85046354; info:lc/authorities/subjects/sh85038094,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.402.0008L,dc1_402_0008.tif
work,dc1_402_0009.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",Germany,"Berlin: City Palace (demolished 1950), portal","View in tinted lantern slide, ca. 1930. The Palace was built 1706-1845.",,info:lc/authorities/names/n2013035337,http://vocab.getty.edu/ulan/500017189,1930,,,http://www.geonames.org/2950159/berlin.html,info:lc/authorities/subjects/sh85006611; info:lc/authorities/subjects/sh85026130; info:lc/authorities/subjects/sh85096913; info:lc/authorities/subjects/sh85088443; info:lc/authorities/subjects/sh85010201,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.402.0009L,dc1_402_0009.tif
work,dc1_402_0012.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",Germany,"Berlin: Brandenburg Gate from the east, Unter den Linden, with cars, pedestrians","View in tinted lantern slide, ca. 1930. The Gate was built 1788-1793.",,info:lc/authorities/names/n2013035337,http://vocab.getty.edu/ulan/500001339; http://vocab.getty.edu/ulan/500020339,1930,,,http://www.geonames.org/6698677/brandenburg-gate.html,info:lc/authorities/subjects/sh85006611; info:lc/authorities/subjects/sh85026130; info:lc/authorities/subjects/sh85087089; info:lc/authorities/subjects/sh85006535; info:lc/authorities/subjects/sh89004636; info:lc/authorities/subjects/sh85010201,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.402.0012L,dc1_402_0012.tif
work,dc1_402_0013.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",Germany,"Berlin: Brandenburg Gate, close view at night, showing Schadow's Quadriga","View in tinted lantern slide, ca. 1930. The Gate was built 1788-1793.",,info:lc/authorities/names/n2013035337,http://vocab.getty.edu/ulan/500001339; http://vocab.getty.edu/ulan/500020339,1930,,,http://www.geonames.org/6698677/brandenburg-gate.html,info:lc/authorities/subjects/sh85101292; info:lc/authorities/subjects/sh85087089; info:lc/authorities/subjects/sh85006535; info:lc/authorities/subjects/sh89004636; info:lc/authorities/subjects/sh85076930,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.402.0013L,dc1_402_0013.tif
work,dc1_402_0014.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",Germany,"Berlin: Hotel Adlon (destroyed 1945), Unter den Linden, view of dining patio, fountain","View in tinted lantern slide, ca. 1930. The hotel was built 1905-1907.",,info:lc/authorities/names/n2013035337,"Gause, Carl (German architect, 1851-1907); Leibnitz, Robert (German architect, 1863-1921)",1930,,,http://www.geonames.org/2950159/berlin.html,info:lc/authorities/subjects/sh85006611; info:lc/authorities/subjects/sh85062487; info:lc/authorities/subjects/sh85113249; info:lc/authorities/subjects/sh85053101; info:lc/authorities/subjects/sh85051067; info:lc/authorities/subjects/sh85074398,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.402.0014L,dc1_402_0014.tif
work,dc1_402_0015.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",Germany,"Berlin. Reichstag (Parliament) Building: front exterior, with fountain","View in tinted lantern slide, ca. 1930. Built 1882-1894.",,info:lc/authorities/names/n2013035337,http://vocab.getty.edu/ulan/500019952,1930,,,http://www.geonames.org/6944090/reichstagsgebaeude.html,info:lc/authorities/subjects/sh85006611; info:lc/authorities/subjects/sh85108620; info:lc/authorities/subjects/sh85108620; info:lc/authorities/subjects/sh85074420; info:lc/authorities/subjects/sh85051067,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.402.0015L,dc1_402_0015.tif
work,dc1_402_0016.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",Germany,"Berlin: street scene, beverage vendor in front of Heinrich Strack's Siegessäule (Victory Column)","View in tinted lantern slide, ca. 1930",,info:lc/authorities/names/n2013035337,,1930,info:lc/authorities/names/nr2002008635,,http://www.geonames.org/6944090/reichstagsgebaeude.html,info:lc/authorities/subjects/sh85101206; info:lc/authorities/subjects/sh85028763; info:lc/authorities/subjects/sh85087089; info:lc/authorities/subjects/sh00003150; info:lc/authorities/subjects/sh85103400; info:lc/authorities/subjects/sh85103400,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.402.0016L,dc1_402_0016.tif
work,dc1_402_0017.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",Germany,Berlin. Tiergarten (animal park): park scene showing Lenn's canal,"View in tinted lantern slide, ca. 1930",,info:lc/authorities/names/n2013035337,,1930,,,http://www.geonames.org/2950159/berlin.html,info:lc/authorities/subjects/sh85101229; info:lc/authorities/subjects/sh85098119; info:lc/authorities/subjects/sh85053101; info:lc/authorities/subjects/sh85019433; info:lc/authorities/subjects/sh92003550,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.402.0017L,dc1_402_0017.tif
work,dc1_402_0018.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",Germany,Berlin. Tiergarten (animal park): rose garden,"View in tinted lantern slide, ca. 1930",,info:lc/authorities/names/n2013035337,,1930,,,http://www.geonames.org/2950159/berlin.html,info:lc/authorities/subjects/sh85101229; info:lc/authorities/subjects/sh85098119; info:lc/authorities/subjects/sh85053101; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh92003550,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.402.0018L,dc1_402_0018.tif
work,dc1_402_0019.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",Germany,"Berlin: street scene, outdoor dining at a beer garden","View in tinted lantern slide, ca. 1930",,info:lc/authorities/names/n2013035337,,1930,,,http://www.geonames.org/2950159/berlin.html,info:lc/authorities/subjects/sh85101206; info:lc/authorities/subjects/sh85026130; info:lc/authorities/subjects/sh85113249; info:lc/authorities/subjects/sh85012832,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.402.0019L,dc1_402_0019.tif
work,dc1_402_0020.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",Germany,"Berlin: street scene, men drinking ""Berliner Weisse"" beer and smoking, at a beer garden","View in tinted lantern slide, ca. 1930",,info:lc/authorities/names/n2013035337,,1930,,,http://www.geonames.org/2950159/berlin.html,info:lc/authorities/subjects/sh85101206; info:lc/authorities/subjects/sh85113249; info:lc/authorities/subjects/sh85123693; info:lc/authorities/subjects/sh85012832,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.402.0020L,dc1_402_0020.tif
work,dc1_402_0021.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",Germany,"Berlin: Templehof Airfield, with picnic tables and spectators","View in tinted lantern slide, ca. 1930",,info:lc/authorities/names/n2013035337,,1930,,,http://www.geonames.org/2950159/berlin.html,info:lc/authorities/subjects/sh85002960; info:lc/authorities/subjects/sh85002782,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.402.0021L,dc1_402_0021.tif
work,dc1_402_0022.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",Germany,"Berlin: Emperor Wilhelm I Monument (dismantled in 1949), in front of the City Palace","View in tinted lantern slide, ca. 1930. Monument erected in 1897.",Stone and bronze,info:lc/authorities/names/n2013035337,http://vocab.getty.edu/ulan/500117253,1930,info:lc/authorities/names/n80149385,,http://www.geonames.org/2950159/berlin.html,info:lc/authorities/subjects/sh85119004; info:lc/authorities/subjects/sh85087089; info:lc/authorities/subjects/sh85062154; info:lc/authorities/subjects/sh85044535; info:lc/authorities/subjects/sh85131415,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.402.0022L,dc1_402_0022.tif
work,dc1_402_0023.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",Germany,"Berlin. Tiergarten (animal park): rose garden, with Encke's statue of Queen Louisa","View in tinted lantern slide, ca. 1930",,info:lc/authorities/names/n2013035337,,1930,,,http://www.geonames.org/2950159/berlin.html,info:lc/authorities/subjects/sh85101229; info:lc/authorities/subjects/sh85098119; info:lc/authorities/subjects/sh85053101; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh92003550; info:lc/authorities/subjects/sh85119004; http://vocab.getty.edu/aat/300179485,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.402.0023L,dc1_402_0023.tif
work,dc1_402_0024.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",Germany,"Potsdam: Einstein Tower in Potsdam's Science Park, exterior","View in tinted lantern slide, ca. 1930. Tower built 1920-1924.",,info:lc/authorities/names/n2013035337,http://vocab.getty.edu/ulan/500025054,1930,,,http://www.geonames.org/2852458/potsdam.html,info:lc/authorities/subjects/sh85006611; info:lc/authorities/subjects/sh85093748; info:lc/authorities/subjects/sh85073739; info:lc/authorities/subjects/sh85118553,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.402.0024L,dc1_402_0024.tif
work,dc1_402_0026.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",Germany,"Potsdam. Sanssouci Palace and Park: view upward toward palace, from Great Fountain","View in tinted lantern slide, c. 1930. View in tinted lantern slide, ca. 1930. Palace built 1745-1748.",,info:lc/authorities/names/n2013035337,http://vocab.getty.edu/ulan/500022893,1930,,,http://www.geonames.org/6295638/sanssouci.html,info:lc/authorities/subjects/sh85006611; http://vocab.getty.edu/aat/300021155; info:lc/authorities/subjects/sh85096913; info:lc/authorities/subjects/sh85053101; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85051067; info:lc/authorities/subjects/sh85119004,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.402.0026L,dc1_402_0026.tif
work,dc1_402_0027.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",Germany,Potsdam. Sanssouci Palace and Park: oblique view of south (garden) facade,"View in tinted lantern slide, ca. 1930. Palace built 1745-1748.",,info:lc/authorities/names/n2013035337,http://vocab.getty.edu/ulan/500022893,1930,,,http://www.geonames.org/6295638/sanssouci.html,info:lc/authorities/subjects/sh85006611; http://vocab.getty.edu/aat/300021155; info:lc/authorities/subjects/sh85096913; info:lc/authorities/subjects/sh85053101; info:lc/authorities/subjects/sh85074398; info:lc/authorities/subjects/sh85119004,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.402.0027L,dc1_402_0027.tif
