workType,parent,filename,extent,masterFilename,collectionCallNumber,title,creator,description,dateCreatedDisplay,dateCreated,subjectTopic,subjectName,subjectPlace,resourceType,physicalFormat,physicalDescription,staffNote,rightsStatement,rightsHolder,accessRights,rightsStatus,publisher,publisherHomepage,boxFolder,accessionNumber
work,row:2,ms0002_pho_0299.tif,,ms0002_pho_0299.tif,,Campus meadow with oak trees,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85137241; http://id.loc.gov/authorities/subjects/sh85101229; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,14 x 16 3/4 in,This image is duplicated in ms0002_pho_0011 and ms0002_pho_0355.,,,,,,,Box 6,ms0002_pho_0299
work,row:2,ms0002_pho_0165.tif,,ms0002_pho_0165.tif,,Campus meadow with redwood trees and Monterey Bay,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85137241; http://id.loc.gov/authorities/subjects/sh85101229; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,9 1/2 x 12 3/4 in,"This image is duplicated in ms0002_pho_0006, ms0002_pho_0154, ms0002_pho_0170, ms0002_pho_0298, ms0002_pho_0315, ms0002_pho_0416, and ms0002_pho_0464. UCR CMP# 1987.0027.6.UCSC.9.11",,,,,,,Box 3,ms0002_pho_0165
work,row:2,ms0002_pho_0330.tif,,ms0002_pho_0330.tif,,Campus meadow with redwood trees and road,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85137241; http://id.loc.gov/authorities/subjects/sh85101229; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,15 1/2 x 18 1/4 in,"Note on verso: """"6-103-100-3\; Gate 9"""" This image is duplicated in ms0002_pho_0016, ms0002_pho_0338, ms0002_pho_0349, and ms0002_pho_0475.",,,,,,,Box 6,ms0002_pho_0330
work,row:2,ms0002_pho_0308.tif,,ms0002_pho_0308.tif,,Campus meadow with redwood trees,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85137241; http://id.loc.gov/authorities/subjects/sh85101229; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,15 x 19 1/4 in,This image is duplicated in ms0002_pho_0015 and ms0002_pho_0368.,,,,,,,Box 6,ms0002_pho_0308
work,row:2,ms0002_pho_0340.tif,,ms0002_pho_0340.tif,,Campus meadow with redwood trees,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85137241; http://id.loc.gov/authorities/subjects/sh85101229; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,15 3/4 x 17 in,"This image is duplicated in ms0002_pho_0010, and ms0002_pho_0366.",,,,,,,Box 6,ms0002_pho_0340
work,row:2,ms0002_pho_0248.tif,,ms0002_pho_0248.tif,,Campus meadow with redwood trees and fences,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85137241; http://id.loc.gov/authorities/subjects/sh85101229; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,10 1/2 x 11 3/4 in,"This image is duplicated in ms0002_pho_0005, ms0002_pho_0257, ms0002_pho_0312, ms0002_pho_0358, and ms0002_pho_0457. UCR CMP #1987.0027.6.UCSC.10.11",,,,,,,Box 4,ms0002_pho_0248
work,row:2,ms0002_pho_0067.tif,,ms0002_pho_0067.tif,,Campus meadow with rocks,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85101229; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,7 1/4 x 7 1/4,"Note on verso: """"6-UCSC-16-12."""" This image is duplicated in ms0002_pho_0024, ms0002_pho_0084, ms0002_pho_0296, ms0002_pho_0310, ms0002_pho_0348, and ms0002_pho_0390. UCR CMP #1987.0027.6.UCSC.16.9",,,,,,,Box 1,ms0002_pho_0067
work,row:2,ms0002_pho_0100.tif,,ms0002_pho_0100.tif,,Campus meadow with rocks,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85101229; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,9 x 7 1/8 in,"Note on verso: """"6-UCSC-16-10"""". This image is duplicated in ms0002_pho_0101, ms0002_pho_0102 and ms0002_pho_0391.",,,,,,,Box 1,ms0002_pho_0100
work,row:2,ms0002_pho_0285.tif,,ms0002_pho_0285.tif,,Campus meadow with trees and road,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85137241; http://id.loc.gov/authorities/subjects/sh85101229; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,10 3/4 x 11 1/2 in,"Note: """"Neg # 127 non Santa Cruz."""" This image is duplicated in ms0002_pho_0008, ms0002_pho_0287, ms0002_pho_0288, ms0002_pho_0329, ms0002_pho_0376, and ms0002_pho_0466.",,,,,,,Box 4,ms0002_pho_0285
work,row:2,ms0002_pho_0331.tif,,ms0002_pho_0331.tif,,Campus meadow with trees and road,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85101229; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,15 1/2 x 18 1/4 in,"Note on verso: """"6-103-97-5\; Gate 2."""" This image is duplicated in ms0002_pho_0019, ms0002_pho_0335, and ms0002_pho_0369.",,,,,,,Box 6,ms0002_pho_0331
work,row:2,ms0002_pho_0098.tif,,ms0002_pho_0098.tif,,Campus meadow with trees and road,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85137241; http://id.loc.gov/authorities/subjects/sh85101229; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,7 1/4 x 7 1/4 in,"Note on verso: """"6-UCSC-16-12."""" This image is duplicated in ms0002_pho_0031, ms0002_pho_099, ms0002_pho_0311, ms0002_pho_0350, and ms0002_pho_0392.",,,,,,,Box 1,ms0002_pho_0098
work,row:2,ms0002_pho_0138.tif,,ms0002_pho_0138.tif,,Campus meadow with wooden fence,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85082676; http://id.loc.gov/authorities/subjects/sh85101229; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,7 1/2 x 8 1/4 in,"This image is duplicated in ms0002_pho_0028, ms0002_pho_0157, ms0002_pho_0250, ms0002_pho_0320, ms0002_pho_0327, ms0002_pho_0375, and ms0002_pho_0406.",,,,,,,Box 1,ms0002_pho_0138
work,row:2,ms0002_pho_0083.tif,,ms0002_pho_0083.tif,,Campus meadow with wooden fence,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85101229; Campus grounds,,http://www.geonames.org/11903520/cowell-ranch-historical.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,7 x 7 1/4 in,"Note on verso: """"6-UCSC-16-4."""" This image is duplicated in ms0002_pho_0030, ms0002_pho_0090, ms0002_pho_0091, ms0002_pho_0104, and ms0002_pho_0328.",,,,,,,Box 1,ms0002_pho_0083
work,row:2,ms0002_pho_0284.tif,,ms0002_pho_0284.tif,,Campus meadow with wooden fence,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85101229; Campus grounds,,http://www.geonames.org/11903520/cowell-ranch-historical.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,10 1/2 x 11 in,"This image is duplicated in ms0002_pho_0014, ms0002_pho_0371, and ms0002_pho_0463. UCR CMP #1987.0027.6.UCSC.5.4",,,,,,,Box 4,ms0002_pho_0284
work,row:2,ms0002_pho_0219.tif,,ms0002_pho_0219.tif,,Campus meadow,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85137241; http://id.loc.gov/authorities/subjects/sh85101229; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,10 1/2 x 11 in,"This image is duplicated in ms0002_pho_0002, ms0002_pho_0241, ms0002_pho_0255, ms0002_pho_0334, and ms0002_pho_0427. UCR CMP #1987.0027.6.UCSC.2.12",,,,,,,Box 3,ms0002_pho_0219
work,row:2,ms0002_pho_0037.tif,,ms0002_pho_0037.tif,,Campus meadow,http://id.loc.gov/authorities/names/n79056359,Polaroid (TM) transfer print.,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85082676; http://id.loc.gov/authorities/subjects/sh85101229; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134877,3 1/2 x 4 1/4 in,,,,,,,,Box 1,ms0002_pho_0037
work,row:2,ms0002_pho_0093.tif,,ms0002_pho_0093.tif,,Campus meadow,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85137241; http://id.loc.gov/authorities/subjects/sh85101229; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,8 x 10 in,"Note on verso: """"6-UCSC-14-5."""" This image is duplicated in ms0002_pho_0388. UCR CMP #1987.0027.6.UCSC.14.9",,,,,,,Box 1,ms0002_pho_0093
work,row:2,ms0002_pho_0092.tif,,ms0002_pho_0092.tif,,Campus meadow,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85137241; http://id.loc.gov/authorities/subjects/sh85101229; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,9 x 7 in,"Note on verso: """"6-UCSC-15-4"""". This image is duplicated in ms0002_pho_0314. UCR CMP #1987.0027.6.UCSC.15.2",,,,,,,Box 1,ms0002_pho_0092
work,row:2,ms0002_pho_0301.tif,,ms0002_pho_0301.tif,,"Campus meadow, with cowboys and cattle",http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85021286; http://id.loc.gov/authorities/subjects/sh85137241; http://id.loc.gov/authorities/subjects/sh85101229; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,10 1/2 x 10 1/2 in,,,,,,,,Box 6,ms0002_pho_0301
work,row:2,ms0002_pho_0056.tif,,ms0002_pho_0056.tif,,Cardiff House porch,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300192703,4 x 6 in,"This image is duplicated in ms0002_pho_0378, ms0002_pho_0172, ms0002_pho_0185, and ms0002_pho_0438. UCRCMP #1987.0027.4.UCSC.25",,,,,,,Box 1,ms0002_pho_0056
work,row:2,ms0002_pho_0141.tif,,ms0002_pho_0141.tif,,Cedar tree,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85137241; http://id.loc.gov/authorities/subjects/sh85101229; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,8 x 10 in,UCRCMP #1987.0027.4.UCSC.21,,,,,,,Box 1,ms0002_pho_0141
work,row:2,ms0002_pho_0283.tif,,ms0002_pho_0283.tif,,Cedar tree,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85137241; http://id.loc.gov/authorities/subjects/sh85101229; Campus grounds,,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,10 3/4 x 12 1/2,"Note on verso: """"4-UCSC-23"""". UCRCMP #1987.0027.4.UCSC.23",,,,,,,Box 4,ms0002_pho_0283
work,row:2,ms0002_pho_0304.tif,,ms0002_pho_0304.tif,,Cowell College dorm,http://id.loc.gov/authorities/names/n79056359,,1966-1968,1966; 1967; 1968,,http://id.loc.gov/authorities/names/nr91016671,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,13 1/2 x 10 1/2 in,UCR CMP #1987.0027.4.UCSC.58,,,,,,,Box 6,ms0002_pho_0304
work,row:2,ms0002_pho_0234.tif,,ms0002_pho_0234.tif,,Cowell College fountain,http://id.loc.gov/authorities/names/n79056359,,1966-1968,1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85051067; http://id.loc.gov/authorities/subjects/sh85119004,http://id.loc.gov/authorities/names/nr91016671,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,10 1/2 x 13 in,,,,,,,,Box 4,ms0002_pho_0234
work,row:2,ms0002_pho_0057.tif,,ms0002_pho_0057.tif,,Cowell College fountain,http://id.loc.gov/authorities/names/n79056359,,1966-1968,1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85051067,http://id.loc.gov/authorities/names/nr91016671,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,6 1/2 x 6 1/2,"This image is duplicated in ms0002_pho_0120, ms0002_pho_0121, ms0002_pho_0167, ms0002_pho_0173, ms0002_pho_0176, ms0002_pho_0177, ms0002_pho_0178, ms0002_pho_0395, ms0002_pho_0417. UCR CMP #1987.0027.6.UCSC.28.2",,,,,,,Box 1,ms0002_pho_0057
work,row:2,ms0002_pho_0282.tif,,ms0002_pho_0282.tif,,Cowell College mobile home housing with construction debris,http://id.loc.gov/authorities/names/n79056359,,1965-1966,1965; 1966,Construction views,,http://www.geonames.org/11903436/camper-park.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,10 3/4 x 12 1/4 in,"Note on verso: """"Neg 6301."""" This image is duplicated in ms0002_pho_0003, ms0002_pho_0342, ms0002_pho_0365, ms0002_pho_0455, ms0002_pho_0456, and ms0002_pho_0468.",,,,,,,Box 4,ms0002_pho_0282
work,row:2,ms0002_pho_0192.tif,,ms0002_pho_0192.tif,,Cowell Ranch barn and wooden fence,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85011902,,http://www.geonames.org/11903520/cowell-ranch-historical.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,10 x 13 in,This image is duplicated in ms0002_pho_0226. UCR CMP #1987.0027.4.UCSC.6,,,,,,,Box 3,ms0002_pho_0192
work,row:2,ms0002_pho_0229.tif,,ms0002_pho_0229.tif,,Cowell Ranch barn building and cooperage,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,,,http://www.geonames.org/11903520/cowell-ranch-historical.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,10 1/2 x 13 1/2 in,"Note on verso: """"4-UCSC-14"""". This image is duplicated in ms0002_pho_0443. UCRCMP #1987.0027.4.UCSC.19",,,,,,,Box 4,ms0002_pho_0229
work,row:2,ms0002_pho_0201.tif,,ms0002_pho_0201.tif,,Cowell Ranch barn building and cooperage,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,,,http://www.geonames.org/11903520/cowell-ranch-historical.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,10 x 12 3/4 in,"Note on verso: """"4-UCSC-18"""". This image is duplicated in ms0002_pho_0210 and ms0002_pho_0442. UCRCMP #1987.0027.4.UCSC.18",,,,,,,Box 3,ms0002_pho_0201
work,row:2,ms0002_pho_0206.tif,,ms0002_pho_0206.tif,,"Cowell Ranch barn building, cooperage and lime kiln ruins",http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,,,http://www.geonames.org/11903520/cowell-ranch-historical.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,10 x 12 in,"Note on verso: """"4-UCSC-32"""". This image is duplicated in ms0002_pho_0209 and ms0002_pho_0441. UCR CMP #1987.0027.4.UCSC.32",,,,,,,Box 3,ms0002_pho_0206
work,row:2,ms0002_pho_0145.tif,,ms0002_pho_0145.tif,,Cowell Ranch barn with watering trough,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,,,http://www.geonames.org/11903520/cowell-ranch-historical.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,6 1/4 x 9 in,This image is duplicated in ms0002_pho_0413 and ms0002_pho_0247. UCRCMP #1987.0027.4.UCSC.24,,,,,,,Box 1,ms0002_pho_0145
work,row:2,ms0002_pho_0182.tif,,ms0002_pho_0182.tif,,Cowell Ranch barn,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,,,http://www.geonames.org/11903520/cowell-ranch-historical.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,10 x 11 1/4  in,"This image is duplicated in ms0002_pho_0151, ms0002_pho_0152, ms0002_pho_0153, ms0002_pho_0269, and ms0002_pho_0418.",,,,,,,Box 3,ms0002_pho_0182
work,row:2,ms0002_pho_0166.tif,,ms0002_pho_0166.tif,,Cowell Ranch barn,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,,,http://www.geonames.org/11903520/cowell-ranch-historical.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,9 1/4 x 7 in,This image is duplicated in ms0002_pho_0246 and ms0002_pho_0431. UCR CMP #1987.0027.4.UCSC.3,,,,,,,Box 3,ms0002_pho_0166
work,row:2,ms0002_pho_0094.tif,,ms0002_pho_0094.tif,,Cowell Ranch barn,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85011902,,http://www.geonames.org/11903520/cowell-ranch-historical.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,7 1/4 x 7 1/4 in,"Note on verso: """"6-UCSC-15-8."""" This image is duplicated in ms0002_pho_0012 and ms0002_pho_0370.",,,,,,,Box 1,ms0002_pho_0094
work,row:2,ms0002_pho_0223.tif,,ms0002_pho_0223.tif,,Cowell Ranch barn,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85011903,,http://www.geonames.org/11903520/cowell-ranch-historical.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,10 1/2 x 10 1/2 in,"Note on verso: """"4-UCSC-10"""". UCRCMP #1987.0027.4.UCSC.10",,,,,,,Box 4,ms0002_pho_0223
work,row:2,ms0002_pho_0114.tif,,ms0002_pho_0114.tif,,"Cowell Ranch barn, detail view of gutters",http://id.loc.gov/authorities/names/n79056359,,1965-09,1965-09,http://id.loc.gov/authorities/subjects/sh85011904,,http://www.geonames.org/11903520/cowell-ranch-historical.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,7 1/4 x 7 3/8 in,"Note on verso: """"6-UCSC-18-2"""". This image is duplicated in ms0002_pho_0126, ms0002_pho_0136, and ms0002_pho_0398.",,,,,,,Box 1,ms0002_pho_0114
work,row:2,ms0002_pho_0110.tif,,ms0002_pho_0110.tif,,"Cowell Ranch barn, detail view of gutters",http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85011905,,http://www.geonames.org/11903520/cowell-ranch-historical.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,9 3/4 x 7 1/2 in,"Note on verso: """"Fine Print Set(?)\; 6-UCSC-18-11"""". This image is duplicated in ms0002_pho_0393. UCR CMP #1987.0027.6.UCSC.18.1",,,,,,,Box 1,ms0002_pho_0110
work,row:2,ms0002_pho_0081.tif,,ms0002_pho_0081.tif,,"Cowell Ranch barn, detail view",http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,http://id.loc.gov/authorities/subjects/sh85011906,,http://www.geonames.org/11903520/cowell-ranch-historical.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,7 1/4 x 9 in,"Note on verso: """"4 - UCSC - 26"""". This image is duplicated in ms0002_pho_0082, ms0002_pho_0207, and ms0002_pho_0381. UCRCMP # 1987.0027.4.UCSC.26",,,,,,,Box 1,ms0002_pho_0081
work,row:2,ms0002_pho_0252.tif,,ms0002_pho_0252.tif,,Cowell Ranch building (abandoned),http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,,,http://www.geonames.org/11903520/cowell-ranch-historical.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,10 1/2 x 13 1/2 in,,,,,,,,Box 4,ms0002_pho_0252
work,row:2,ms0002_pho_0169.tif,,ms0002_pho_0169.tif,,Cowell Ranch building door,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,,,http://www.geonames.org/11903520/cowell-ranch-historical.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,9 1/4 x 7 in,"Note on verso: """"4-UCSC-13"""". This image is duplicated in ms0002_pho_0179 and ms0002_pho_0446. UCRCMP #1987.0027.4.UCSC.13",,,,,,,Box 3,ms0002_pho_0169
work,row:2,ms0002_pho_0175.tif,,ms0002_pho_0175.tif,,Cowell Ranch building window,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,,,http://www.geonames.org/11903520/cowell-ranch-historical.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,10 x 13 1/4,"Note on verso: """"4-UCSC"""". UCR CMP 1987.0027.4.UCSC.12",,,,,,,Box 3,ms0002_pho_0175
work,row:2,ms0002_pho_0187.tif,,ms0002_pho_0187.tif,,Cowell Ranch building window,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,,,http://www.geonames.org/11903520/cowell-ranch-historical.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,10 x 11 1/4  in,UCRCMP #1987.0027.4.UCSC.11,,,,,,,Box 3,ms0002_pho_0187
work,row:2,ms0002_pho_0230.tif,,ms0002_pho_0230.tif,,Cowell Ranch buildings and lime kiln ruins,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,,,http://www.geonames.org/11903520/cowell-ranch-historical.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,10 1/2 x 13 1/2 in,"Note on verso: """"4-UCSC-28"""". This image is duplicated in ms0002_pho_0432. UCR CMP #1987.0027.4.UCSC.28",,,,,,,Box 4,ms0002_pho_0230
work,row:2,ms0002_pho_0232.tif,,ms0002_pho_0232.tif,,Cowell Ranch carriage house,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,,,http://www.geonames.org/11903520/cowell-ranch-historical.html; http://www.geonames.org/11903402/carriage-house.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,10 1/2 x 12 in,"Note on verso: """"4-UCSC-9. Neg #125"""". UCR CMP #1987.0027.4.UCSC.9",,,,,,,Box 4,ms0002_pho_0232
work,row:2,ms0002_pho_0146.tif,,ms0002_pho_0146.tif,,Cowell Ranch carriage house,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,,,http://www.geonames.org/11903520/cowell-ranch-historical.html; http://www.geonames.org/11903402/carriage-house.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,8 x 10 in,"Note on verso: """"Neg #125 """"non Santa Cruz."""" This image is duplicated in ms0002_pho_0027, ms0002_pho_0041, ms0002_pho_0232, ms0002_pho_0361, ms0002_pho_0425, and ms0002_pho_0451. UCR CMP #1987.0027.4.UCSC.8",,,,,,,Box 1,ms0002_pho_0146
work,row:2,ms0002_pho_0253.tif,,ms0002_pho_0253.tif,,Cowell Ranch cook house,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,,,http://www.geonames.org/11903520/cowell-ranch-historical.html; http://www.geonames.org/11903352/cook-house.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,10 1/2 x 13 1/2 in,This image is duplicated in ms0002_pho_0430. UCRCMP #1987.0027.4.UCSC.15,,,,,,,Box 4,ms0002_pho_0253
work,row:2,ms0002_pho_0216.tif,,ms0002_pho_0216.tif,,Cowell Ranch cook house,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,,,http://www.geonames.org/11903520/cowell-ranch-historical.html; http://www.geonames.org/11903352/cook-house.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,10 1/4 x 13 in,"Note on verso: """"4-UCSC-16\; 4-CAL-398"""". This image is duplicated in ms0002_pho_0429. UCRCMP #1987.0027.4.UCSC.16",,,,,,,Box 3,ms0002_pho_0216
work,row:2,ms0002_pho_0254.tif,,ms0002_pho_0254.tif,,Cowell Ranch cooperage and ranch hand cabin,http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,,,http://www.geonames.org/11903520/cowell-ranch-historical.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,10 1/2 x 13 3/4 in,"Note on verso: """"Neg #124."""" This image is duplicated in ms0002_pho_0001, ms0002_pho_0268, ms0002_pho_0321, ms0002_pho_0377, ms0002_pho_0412, and ms0002_pho_0452.",,,,,,,Box 4,ms0002_pho_0254
work,row:2,ms0002_pho_0465.tif,,ms0002_pho_0465.tif,,"Cowell Ranch cooperage, detail view",http://id.loc.gov/authorities/names/n79056359,,1962-1968,1962; 1963; 1964; 1965; 1966; 1967; 1968,,,http://www.geonames.org/11903520/cowell-ranch-historical.html,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300128695,14 3/4 x 12 in,,,,,,,,Box 6,ms0002_pho_0465
