filename,collectionCallNumber,collection,series,accessionNumber,boxFolder,title,titleAlternative,subSeries,description,dateCreated,datePublished,creator,physicalDescription,physicalFormat,subjectPlace,subjectName,subjectTopic,resourceType,publisher,publisherHomepage,donorProvenance,rightsStatement,rightsHolder,accessRights,theme,masterFilename
ms0020_neg_6130_25.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,People,ms0020_neg_6130_25,"Box 465, Folder 6130",Untitled,,"Dr. & Mrs. Norman Steiner's children, referral by Alice Boyd Adam",Unprinted/unpublished,1961,,http://id.loc.gov/authorities/names/n2002034393,35 mm,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5370506,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_6130_25.tif
ms0020_neg_6130_26.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,People,ms0020_neg_6130_26,"Box 465, Folder 6130",Untitled,,"Dr. & Mrs. Norman Steiner's children, referral by Alice Boyd Adam",Unprinted/unpublished,1961,,http://id.loc.gov/authorities/names/n2002034393,35 mm,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5370506,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_6130_26.tif
ms0020_neg_6130_27.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,People,ms0020_neg_6130_27,"Box 465, Folder 6130",Untitled,,"Dr. & Mrs. Norman Steiner's children, referral by Alice Boyd Adam",Unprinted/unpublished,1961,,http://id.loc.gov/authorities/names/n2002034393,35 mm,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5370506,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_6130_27.tif
ms0020_neg_6130_28.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,People,ms0020_neg_6130_28,"Box 465, Folder 6130",Untitled,,"Dr. & Mrs. Norman Steiner's children, referral by Alice Boyd Adam",Unprinted/unpublished,1961,,http://id.loc.gov/authorities/names/n2002034393,35 mm,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5370506,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_6130_28.tif
ms0020_neg_6130_29.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,People,ms0020_neg_6130_29,"Box 465, Folder 6130",Untitled,,"Dr. & Mrs. Norman Steiner's children, referral by Alice Boyd Adam",Unprinted/unpublished,1961,,http://id.loc.gov/authorities/names/n2002034393,35 mm,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5370506,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_6130_29.tif
ms0020_neg_6130_30.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,People,ms0020_neg_6130_30,"Box 465, Folder 6130",Untitled,,"Dr. & Mrs. Norman Steiner's children, referral by Alice Boyd Adam",Unprinted/unpublished,1961,,http://id.loc.gov/authorities/names/n2002034393,35 mm,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5370506,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_6130_30.tif
ms0020_neg_6133_01.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,People,ms0020_neg_6133_01,"Box 465, Folder 6133",Untitled,,"Dr. & Mrs. Norman Steiner's children, referral by Alice Boyd Adam",Unprinted/unpublished,1961,,http://id.loc.gov/authorities/names/n2002034393,35 mm,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5370506,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_6133_01.tif
ms0020_neg_6133_02.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,People,ms0020_neg_6133_02,"Box 465, Folder 6133",Untitled,,"Dr. & Mrs. Norman Steiner's children, referral by Alice Boyd Adam",Unprinted/unpublished,1961,,http://id.loc.gov/authorities/names/n2002034393,35 mm,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5370506,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_6133_02.tif
ms0020_neg_6133_03.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,People,ms0020_neg_6133_03,"Box 465, Folder 6133",Untitled,,"Dr. & Mrs. Norman Steiner's children, referral by Alice Boyd Adam",Unprinted/unpublished,1961,,http://id.loc.gov/authorities/names/n2002034393,35 mm,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5370506,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_6133_03.tif
ms0020_neg_6133_04.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,People,ms0020_neg_6133_04,"Box 465, Folder 6133",Untitled,,"Dr. & Mrs. Norman Steiner's children, referral by Alice Boyd Adam",Unprinted/unpublished,1961,,http://id.loc.gov/authorities/names/n2002034393,35 mm,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5370506,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_6133_04.tif
ms0020_neg_6133_05.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,People,ms0020_neg_6133_05,"Box 465, Folder 6133",Untitled,,"Dr. & Mrs. Norman Steiner's children, referral by Alice Boyd Adam",Unprinted/unpublished,1961,,http://id.loc.gov/authorities/names/n2002034393,35 mm,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5370506,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_6133_05.tif
ms0020_neg_6133_06.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,People,ms0020_neg_6133_06,"Box 465, Folder 6133",Untitled,,"Dr. & Mrs. Norman Steiner's children, referral by Alice Boyd Adam",Unprinted/unpublished,1961,,http://id.loc.gov/authorities/names/n2002034393,35 mm,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5370506,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_6133_06.tif
ms0020_neg_6133_07.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,People,ms0020_neg_6133_07,"Box 465, Folder 6133",Untitled,,"Dr. & Mrs. Norman Steiner's children, referral by Alice Boyd Adam",Unprinted/unpublished,1961,,http://id.loc.gov/authorities/names/n2002034393,35 mm,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5370506,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_6133_07.tif
ms0020_neg_6133_08.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,People,ms0020_neg_6133_08,"Box 465, Folder 6133",Untitled,,"Dr. & Mrs. Norman Steiner's children, referral by Alice Boyd Adam",Unprinted/unpublished,1961,,http://id.loc.gov/authorities/names/n2002034393,35 mm,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5370506,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_6133_08.tif
ms0020_neg_6133_09.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,People,ms0020_neg_6133_09,"Box 465, Folder 6133",Untitled,,"Dr. & Mrs. Norman Steiner's children, referral by Alice Boyd Adam",Unprinted/unpublished,1961,,http://id.loc.gov/authorities/names/n2002034393,35 mm,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5370506,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_6133_09.tif
ms0020_neg_6133_10.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,People,ms0020_neg_6133_10,"Box 465, Folder 6133",Untitled,,"Dr. & Mrs. Norman Steiner's children, referral by Alice Boyd Adam",Unprinted/unpublished,1961,,http://id.loc.gov/authorities/names/n2002034393,35 mm,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5370506,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_6133_10.tif
ms0020_neg_6133_11.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,People,ms0020_neg_6133_11,"Box 465, Folder 6133",Untitled,,"Dr. & Mrs. Norman Steiner's children, referral by Alice Boyd Adam",Unprinted/unpublished,1961,,http://id.loc.gov/authorities/names/n2002034393,35 mm,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5370506,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_6133_11.tif
ms0020_neg_6133_12.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,People,ms0020_neg_6133_12,"Box 465, Folder 6133",Untitled,,"Dr. & Mrs. Norman Steiner's children, referral by Alice Boyd Adam",Unprinted/unpublished,1961,,http://id.loc.gov/authorities/names/n2002034393,35 mm,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5370506,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_6133_12.tif
ms0020_neg_6133_13.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,People,ms0020_neg_6133_13,"Box 465, Folder 6133",Untitled,,"Dr. & Mrs. Norman Steiner's children, referral by Alice Boyd Adam",Unprinted/unpublished,1961,,http://id.loc.gov/authorities/names/n2002034393,35 mm,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5370506,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_6133_13.tif
ms0020_neg_6133_14.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,People,ms0020_neg_6133_14,"Box 465, Folder 6133",Untitled,,"Dr. & Mrs. Norman Steiner's children, referral by Alice Boyd Adam",Unprinted/unpublished,1961,,http://id.loc.gov/authorities/names/n2002034393,35 mm,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5370506,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_6133_14.tif
ms0020_neg_6133_15.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,People,ms0020_neg_6133_15,"Box 465, Folder 6133",Untitled,,"Dr. & Mrs. Norman Steiner's children, referral by Alice Boyd Adam",Unprinted/unpublished,1961,,http://id.loc.gov/authorities/names/n2002034393,35 mm,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5370506,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_6133_15.tif
ms0020_neg_6133_16.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,People,ms0020_neg_6133_16,"Box 465, Folder 6133",Untitled,,"Dr. & Mrs. Norman Steiner's children, referral by Alice Boyd Adam",Unprinted/unpublished,1961,,http://id.loc.gov/authorities/names/n2002034393,35 mm,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5370506,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_6133_16.tif
ms0020_neg_6133_17.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,People,ms0020_neg_6133_17,"Box 465, Folder 6133",Untitled,,"Dr. & Mrs. Norman Steiner's children, referral by Alice Boyd Adam",Unprinted/unpublished,1961,,http://id.loc.gov/authorities/names/n2002034393,35 mm,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5370506,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_6133_17.tif
ms0020_neg_6133_18.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,People,ms0020_neg_6133_18,"Box 465, Folder 6133",Untitled,,"Dr. & Mrs. Norman Steiner's children, referral by Alice Boyd Adam",Unprinted/unpublished,1961,,http://id.loc.gov/authorities/names/n2002034393,35 mm,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5370506,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_6133_18.tif
ms0020_neg_6133_19.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,People,ms0020_neg_6133_19,"Box 465, Folder 6133",Untitled,,"Dr. & Mrs. Norman Steiner's children, referral by Alice Boyd Adam",Unprinted/unpublished,1961,,http://id.loc.gov/authorities/names/n2002034393,35 mm,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5370506,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_6133_19.tif
ms0020_neg_6133_20.tif,MS 20,Ruth-Marion Baruch and Pirkle Jones Photographs,People,ms0020_neg_6133_20,"Box 465, Folder 6133",Untitled,,"Dr. & Mrs. Norman Steiner's children, referral by Alice Boyd Adam",Unprinted/unpublished,1961,,http://id.loc.gov/authorities/names/n2002034393,35 mm,http://vocab.getty.edu/aat/300128343,http://www.geonames.org/5370506,,,http://purl.org/dc/dcmitype/Image,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll,The Pirkle Jones Fund of the Marin Community Foundation,"Copyright for this collection resides with the Regents of the University of California. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order a reproduction, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Photography Collections,ms0020_neg_6133_20.tif
